qid,scheme,query_text,gt_domain,gt_doc,pred_domain,pred_doc,topk_domains,hit_exact,domain_hit,ssr_score,t_send_disc,t_recv_disc_reply,t_send_fetch,t_recv_data,rtt_total_ms,hops_disc,hops_fetch,hops_total,n_interest_sent,n_data_recv,bytes_ctrl_tx,bytes_ctrl_rx,bytes_data_tx,bytes_data_rx,timeouts,retransmissions,is_measurable,is_success,is_timeout,timeout_reason,failure_scenario,failure_target,topology,disc_ms,fetch_ms,t_send_disc_ns,t_recv_disc_reply_ns,t_send_fetch_ns,t_recv_data_ns
113,flood,Query streetlight records from Eastshore Quarter Transit Hub,2,sl_000034;sl_000038;sl_000078;sl_000186;sl_000202;sl_000210;sl_000314;sl_000326;sl_000506;sl_000578;sl_000590,/domain2,/domain2/data/doc/sl_000408,/domain2=0.6004,0,1,0.600365,42800.0000,42808.1927,42808.1927,42808.1927,8.1927,-1,2,-1,8,1,4824,1086,41,1106,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1927,0.0000,42800000000,42808192736,42808192736,42808192736
114,flood,Search for streetlight devices in Westside Heights Financial Row,1,sl_000132;sl_000348;sl_000492;sl_000600,/domain2,/domain2/data/doc/sl_000408,/domain2=0.7514;/domain0=0.7279;/domain7=0.7172;/domain1=0.7072;/domain6=0.6964;/domain5=0.6757;/domain4=0.6360,0,0,0.675684,43000.0000,43008.1933,43008.1933,43008.1933,8.1933,-1,2,-1,8,1,4824,1314,41,1106,0,0,1,1,0,DOMAIN_WRONG,none,,redundant,8.1933,0.0000,43000000000,43008193344,43008193344,43008193344
115,flood,List streetlight data around Westside Heights Riverside Park,1,sl_000554,/domain2,/domain2/data/doc/sl_000131,/domain2=0.6689;/domain0=0.6451;/domain1=0.6448;/domain4=0.6445;/domain5=0.6384;/domain7=0.6376;/domain3=0.6293;/domain6=0.6186,0,0,0.638397,43200.0000,43208.1933,43208.1933,43208.1933,8.1933,-1,2,-1,8,1,4824,1356,41,1106,0,0,1,1,0,DOMAIN_WRONG,none,,redundant,8.1933,0.0000,43200000000,43208193344,43208193344,43208193344
116,flood,Show streetlight status for the Eastshore Quarter Waterfront zone,2,sl_000020;sl_000028;sl_000064;sl_000172;sl_000268;sl_000356;sl_000408;sl_000512;sl_000528;sl_000596,/domain2,/domain2/data/doc/sl_000007,/domain2=0.8194;/domain4=0.7083;/domain5=0.7077;/domain0=0.7016;/domain3=0.6830;/domain7=0.6589;/domain1=0.6506;/domain6=0.6470,0,1,0.707748,43400.0000,43408.1933,43408.1933,43408.1933,8.1933,-1,2,-1,8,1,4824,1352,41,1106,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1933,0.0000,43400000000,43408193344,43408193344,43408193344
117,flood,List pollution data around Lakeside District Botanical Garden,5,pol_000138,/domain5,/domain5/data/doc/pol_000110,/domain5=0.7943,0,1,0.794259,43600.0000,43608.1934,43608.1934,43616.3681,16.3681,-1,2,-1,8,1,4824,1087,42,1107,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1934,8.1747,43600000000,43608193360,43608193360,43616368096
118,flood,What traffic readings are reported in North Harbor?,0,traf_000041;traf_000101;traf_000131;traf_000186;traf_000216;traf_000296;traf_000381;traf_000411;traf_000421;traf_000506;traf_000516;traf_000556;traf_000576,/domain0,/domain0/data/doc/traf_000392,/domain0=0.7684;/domain6=0.6247;/domain4=0.6188;/domain7=0.6054;/domain5=0.6033;/domain1=0.6014,0,1,0.603257,43800.0000,43808.1934,43808.1934,43808.1934,8.1934,-1,2,-1,8,1,4824,1288,43,1108,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1934,0.0000,43800000000,43808193376,43808193376,43808193376
119,flood,Search for pollution devices in Westside Heights Financial Row,1,pol_000087;pol_000165,/domain1,/domain1/data/doc/pol_000223,/domain1=0.7730;/domain3=0.6498;/domain6=0.6438;/domain7=0.6372;/domain2=0.6264;/domain0=0.6061,0,1,0.626406,44000.0000,44008.1927,44008.1927,44015.4295,15.4295,-1,2,-1,8,1,4824,1282,42,1107,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1927,7.2367,44000000000,44008192736,44008192736,44015429472
120,flood,Search for streetlight devices in Greenfield Park Industrial Zone,7,sl_000042;sl_000074;sl_000122;sl_000154;sl_000162;sl_000178;sl_000218;sl_000242;sl_000290;sl_000338;sl_000410;sl_000458;sl_000570;sl_000586,/domain7,/domain7/data/doc/sl_000338,/domain7=0.7992;/domain2=0.7241;/domain1=0.7140;/domain6=0.7127;/domain0=0.6976;/domain5=0.6867;/domain4=0.6601;/domain3=0.6516,1,1,0.686652,44200.0000,44208.1933,44208.1933,44214.8560,14.8560,-1,2,-1,8,1,4824,1352,41,1106,0,0,1,1,0,,none,,redundant,8.1933,6.6627,44200000000,44208193344,44208193344,44214856048
121,flood,Give me parking information near North Harbor City Library,0,p_000004;p_000008;p_000024;p_000068;p_000096;p_000148;p_000196;p_000204;p_000208;p_000212;p_000220;p_000324;p_000420;p_000456;p_000528;p_000548;p_000572;p_000592;p_000596,/domain0,/domain0/data/doc/p_000420,/domain0=0.8325;/domain7=0.7555;/domain2=0.7249;/domain3=0.7008;/domain1=0.6967;/domain4=0.6928;/domain6=0.6839;/domain5=0.6674,1,1,0.667361,44400.0000,44408.1933,44408.1933,44408.1933,8.1933,-1,2,-1,8,1,4824,1344,40,1105,0,0,1,1,0,,none,,redundant,8.1933,0.0000,44400000000,44408193328,44408193328,44408193328
122,flood,Query streetlight records from Old Town Core Financial Row,6,sl_000316;sl_000468,/domain6,/domain6/data/doc/sl_000282,/domain6=0.6157,0,1,0.615749,44600.0000,44608.1927,44608.1927,44615.8074,15.8074,-1,2,-1,8,1,4824,1086,41,1106,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1927,7.6147,44600000000,44608192736,44608192736,44615807440
123,flood,Show streetlight status for the Old Town Core Uptown zone,6,sl_000043;sl_000095;sl_000123;sl_000143;sl_000187;sl_000199;sl_000235;sl_000271;sl_000295;sl_000435;sl_000455;sl_000475;sl_000503;sl_000587,/domain6,/domain6/data/doc/sl_000092,/domain6=0.7647;/domain0=0.7031;/domain2=0.6887;/domain4=0.6852;/domain1=0.6617;/domain7=0.6613;/domain5=0.6552;/domain3=0.6187,0,1,0.655213,44800.0000,44808.1933,44808.1933,44808.1933,8.1933,-1,2,-1,8,1,4824,1352,41,1106,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1933,0.0000,44800000000,44808193344,44808193344,44808193344
124,flood,Query traffic records from North Harbor Residential Block,0,traf_000082;traf_000232;traf_000454;traf_000502,/domain0,/domain0/data/doc/traf_000296,/domain0=0.6880;/domain1=0.6022,0,1,0.688034,45000.0000,45008.1927,45008.1927,45015.9435,15.9435,-1,2,-1,8,1,4824,1128,43,1108,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1927,7.7508,45000000000,45008192736,45008192736,45015943504
125,flood,"Search for streetlight devices: status=defectiveLamp, locationCategory=tunnel, near North Harbor Main Station",0,sl_000010;sl_000098;sl_000126;sl_000182;sl_000246;sl_000278;sl_000322;sl_000362;sl_000386;sl_000418;sl_000426;sl_000434;sl_000482;sl_000534;sl_000558;sl_000594,/domain0,/domain0/data/doc/sl_000182,/domain0=0.8188;/domain2=0.7992;/domain7=0.7545;/domain6=0.7464;/domain1=0.7461;/domain3=0.7218;/domain5=0.6999;/domain4=0.6826,1,1,0.699927,45200.0000,45208.1933,45208.1933,45215.9440,15.9440,-1,2,-1,8,1,4824,1352,41,1106,0,0,1,1,0,,none,,redundant,8.1933,7.7507,45200000000,45208193344,45208193344,45215944048
126,flood,"Query parking: category rooftop, facilityType gated, in North Harbor",0,p_000004;p_000034;p_000148;p_000196;p_000208;p_000220;p_000370;p_000592,/domain0,/domain0/data/doc/p_000004,/domain0=0.7216;/domain1=0.7112;/domain2=0.6964;/domain4=0.6653;/domain5=0.6575;/domain7=0.6573;/domain6=0.6219,1,1,0.657500,45400.0000,45408.1933,45408.1933,45408.1933,8.1933,-1,2,-1,8,1,4824,1307,40,1105,0,0,1,1,0,,none,,redundant,8.1933,0.0000,45400000000,45408193328,45408193328,45408193328
127,flood,"Show parking where occupancyStatus is full, category is rooftop in South Hills Downtown",3,p_000130;p_000358,/domain1,/domain1/data/doc/p_000538,/domain1=0.7971;/domain3=0.7583;/domain7=0.6988;/domain6=0.6817;/domain5=0.6813;/domain4=0.6585;/domain2=0.6535;/domain0=0.6531,0,0,0.681329,45600.0000,45608.1933,45608.1933,45615.4300,15.4300,-1,2,-1,8,1,4824,1344,40,1105,0,0,1,1,0,DOMAIN_WRONG,none,,redundant,8.1933,7.2367,45600000000,45608193328,45608193328,45615430000
128,flood,"Show pollution where monitoringStation is satellite, airQualityLevel is good in North Harbor Arts Quarter",0,pol_000006;pol_000021;pol_000066;pol_000126;pol_000276;pol_000351;pol_000516;pol_000546;pol_000591,/domain0,/domain0/data/doc/pol_000071,/domain0=0.7253;/domain1=0.6966;/domain5=0.6566;/domain4=0.6447;/domain2=0.6432;/domain3=0.6360;/domain6=0.6226;/domain7=0.6060,0,1,0.656602,45800.0000,45808.1934,45808.1934,45815.9441,15.9441,-1,2,-1,8,1,4824,1360,42,1107,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1934,7.7507,45800000000,45808193360,45808193360,45815944096
129,flood,Give me pollution where source_type equals industrial and monitoringStation equals satellite,1,pol_000069;pol_000141;pol_000165;pol_000321;pol_000465;pol_000477;pol_000489;pol_000585,/domain5,/domain5/data/doc/pol_900012,/domain5=0.6198,0,0,0.619796,46000.0000,46008.1934,46008.1934,46016.3681,16.3681,-1,2,-1,8,1,4824,1087,42,1107,0,0,1,1,0,DOMAIN_WRONG,none,,redundant,8.1934,8.1747,46000000000,46008193360,46008193360,46016368096
130,flood,pollution with source_type=residential and pollutantType=CO close to Old Town Core Clock Tower,6,pol_000023;pol_000047;pol_000275;pol_000299;pol_000371;pol_000503,/domain6,/domain6/data/doc/pol_000571,/domain6=0.6655;/domain4=0.6162;/domain7=0.6133;/domain3=0.6120,0,1,0.665456,46200.0000,46208.1927,46208.1927,46215.8075,15.8075,-1,2,-1,8,1,4824,1204,42,1107,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1927,7.6147,46200000000,46208192736,46208192736,46215807472
131,flood,Give me traffic where roadType equals residential and congestionLevel equals moderate,0,traf_000248;traf_000488,/domain1,/domain1/data/doc/traf_000443,/domain1=0.6675;/domain3=0.6223;/domain2=0.6100,0,0,0.610050,46400.0000,46408.1927,46408.1927,46415.4295,15.4295,-1,2,-1,8,1,4824,1168,43,1108,0,0,1,1,0,DOMAIN_WRONG,none,,redundant,8.1927,7.2368,46400000000,46408192736,46408192736,46415429504
132,flood,Give me streetlight where lanternModel equals MH and powerState equals low,1,sl_000363;sl_000479;sl_000519,,,,0,0,0.000000,46600.0000,0.0000,0.0000,0.0000,8.1927,-1,-1,-1,8,0,4824,1048,0,0,0,0,1,0,0,ALL_DOMAINS_FAILED,none,,redundant,0.0000,0.0000,46600000000,0,0,0
133,flood,Locate pollution with source_type set to industrial near Eastshore Quarter Shopping Mall in Eastshore Quarter Arts Quarter,2,pol_000005;pol_000053;pol_000161;pol_000389;pol_000449,/domain2,/domain2/data/doc/pol_000347,/domain2=0.7136;/domain0=0.7073;/domain1=0.6521;/domain3=0.6406;/domain7=0.6217;/domain6=0.6059,0,1,0.713601,46800.0000,46808.1927,46808.1927,46816.2895,16.2895,-1,2,-1,8,1,4824,1282,42,1107,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1927,8.0967,46800000000,46808192736,46808192736,46816289472
134,flood,List pollution having source_type naturalBackground plus pollutantType O3 in Lakeside District,5,pol_000136;pol_000196;pol_000448;pol_000532;pol_000580,/domain5,/domain5/data/doc/pol_000512,/domain5=0.6735;/domain1=0.6113,0,1,0.673486,47000.0000,47008.1934,47008.1934,47016.3681,16.3681,-1,2,-1,8,1,4824,1126,42,1107,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1934,8.1747,47000000000,47008193360,47008193360,47016368096
135,flood,Find streetlight with status defectiveLamp and locationCategory tunnel near Greenfield Park City Hall,7,sl_000030;sl_000414,/domain7,/domain7/data/doc/sl_000338,/domain7=0.8051;/domain6=0.7597;/domain2=0.7242;/domain1=0.7174;/domain0=0.7136;/domain5=0.7096;/domain4=0.6904;/domain3=0.6827,0,1,0.709607,47200.0000,47208.1933,47208.1933,47208.1933,8.1933,-1,2,-1,8,1,4824,1352,41,1106,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1933,0.0000,47200000000,47208193344,47208193344,47208193344
136,flood,"Show pollution where pollutantType is NO2, source_type is residential in Old Town Core Industrial Zone",6,pol_000007;pol_000019;pol_000055;pol_000247;pol_000463;pol_000487;pol_000535;pol_000571;pol_000595,/domain0,/domain0/data/doc/pol_000175,/domain0=0.6884;/domain3=0.6317;/domain6=0.6263;/domain7=0.6200;/domain1=0.6182;/domain4=0.6163,0,0,0.688393,47400.0000,47408.1927,47408.1927,47415.9435,15.9435,-1,2,-1,8,1,4824,1282,42,1107,0,0,1,1,0,DOMAIN_WRONG,none,,redundant,8.1927,7.7507,47400000000,47408192736,47408192736,47415943472
137,flood,Locate traffic with roadType set to collector near Eastshore Quarter Science Center in Eastshore Quarter Commercial Strip,2,traf_000016;traf_000046;traf_000166;traf_000226,/domain2,/domain2/data/doc/traf_000583,/domain2=0.7866;/domain0=0.7560;/domain1=0.7232;/domain3=0.7118;/domain6=0.6918;/domain5=0.6801;/domain4=0.6773;/domain7=0.6524,0,1,0.680137,47600.0000,47608.1934,47608.1934,47616.2901,16.2901,-1,2,-1,8,1,4824,1368,43,1108,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1934,8.0968,47600000000,47608193376,47608193376,47616290144
138,flood,List pollution having pollutantType PM2_5 plus monitoringStation mobile in Old Town Core,6,pol_000081;pol_000129;pol_000171;pol_000183;pol_000201;pol_000237;pol_000357;pol_000375;pol_000417;pol_000459;pol_000495;pol_000573,/domain6,/domain6/data/doc/pol_000459,/domain6=0.7675;/domain3=0.7187;/domain4=0.7172;/domain7=0.7063;/domain1=0.7055;/domain2=0.6976;/domain0=0.6522;/domain5=0.6079,1,1,0.607857,47800.0000,47808.1934,47808.1934,47815.8081,15.8081,-1,2,-1,8,1,4824,1360,42,1107,0,0,1,1,0,,none,,redundant,8.1934,7.6147,47800000000,47808193360,47808193360,47815808096
139,flood,List parking having facilityType covered plus allowedVehicleType motorcycle in Greenfield Park,7,p_000137,/domain7,/domain7/data/doc/p_000227,/domain7=0.6902;/domain1=0.6536;/domain0=0.6145,0,1,0.614545,48000.0000,48008.1927,48008.1927,48014.8554,14.8554,-1,2,-1,8,1,4824,1159,40,1105,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1927,6.6627,48000000000,48008192736,48008192736,48014855408
140,flood,"Search for traffic devices: congestionLevel=heavy, laneDirection=inbound, near North Harbor Cultural Center",0,traf_000019;traf_000064;traf_000214;traf_000259;traf_000364;traf_000439;traf_000454;traf_000499,/domain0,/domain0/data/doc/traf_000540,/domain0=0.7829;/domain2=0.7124;/domain4=0.6887;/domain5=0.6835;/domain6=0.6750;/domain7=0.6727;/domain1=0.6300;/domain3=0.6255,0,1,0.683463,48200.0000,48208.1934,48208.1934,48215.9441,15.9441,-1,2,-1,8,1,4824,1368,43,1108,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1934,7.7508,48200000000,48208193376,48208193376,48215944144
141,flood,parking with facilityType=gated and category=offStreet close to South Hills Shopping Mall,3,p_000011;p_000247;p_000251;p_000263;p_000339;p_000367;p_000507;p_000579,/domain3,/domain3/data/doc/p_000251,/domain3=0.7532;/domain7=0.6894;/domain1=0.6890;/domain4=0.6856;/domain2=0.6853;/domain6=0.6630;/domain5=0.6472;/domain0=0.6331,1,1,0.647156,48400.0000,48408.1933,48408.1933,48414.7180,14.7180,-1,2,-1,8,1,4824,1344,40,1105,0,0,1,1,0,,none,,redundant,8.1933,6.5247,48400000000,48408193328,48408193328,48414718000
142,flood,List parking having allowedVehicleType bicycle plus facilityType covered in South Hills,3,p_000309;p_000333;p_000345;p_000369;p_000453,/domain3,/domain3/data/doc/p_000333,/domain3=0.7012;/domain1=0.6853;/domain7=0.6320;/domain4=0.6177;/domain5=0.6110,1,1,0.610973,48600.0000,48608.1933,48608.1933,48614.7180,14.7180,-1,2,-1,8,1,4824,1233,40,1105,0,0,1,1,0,,none,,redundant,8.1933,6.5247,48600000000,48608193328,48608193328,48614718000
143,flood,"Query streetlight: lanternModel LED, locationCategory sidewalk, in Eastshore Quarter",2,sl_000005;sl_000009;sl_000013;sl_000021;sl_000089;sl_000249;sl_000317;sl_000341;sl_000345;sl_000369;sl_000409;sl_000509;sl_000593,/domain2,/domain2/data/doc/sl_000007,/domain2=0.7114;/domain1=0.6878;/domain5=0.6565;/domain6=0.6396;/domain7=0.6284;/domain0=0.6249;/domain3=0.6017,0,1,0.656531,48800.0000,48808.1933,48808.1933,48808.1933,8.1933,-1,2,-1,8,1,4824,1314,41,1106,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1933,0.0000,48800000000,48808193344,48808193344,48808193344
144,flood,Find pollution with pollutantType PM2_5 and airQualityLevel moderate near Westside Heights Historic Market,1,pol_000087;pol_000327;pol_000477,/domain1,/domain1/data/doc/pol_000477,/domain1=0.7670;/domain7=0.7158;/domain3=0.7008;/domain2=0.6695;/domain4=0.6492;/domain0=0.6242;/domain5=0.6214,1,1,0.621406,49000.0000,49008.1934,49008.1934,49015.4301,15.4301,-1,2,-1,8,1,4824,1321,42,1107,0,0,1,1,0,,none,,redundant,8.1934,7.2367,49000000000,49008193360,49008193360,49015430096
145,flood,"Query traffic: laneDirection inbound, roadType highway, in South Hills",3,traf_000022;traf_000109;traf_000130;traf_000190;traf_000295;traf_000319;traf_000346;traf_000361;traf_000373;traf_000400;traf_000433;traf_000469;traf_000493;traf_000514;traf_000532;traf_000544;traf_000580;traf_000586;traf_000592,/domain2,/domain2/data/doc/traf_000546,/domain2=0.6862;/domain3=0.6793;/domain4=0.6634;/domain1=0.6533;/domain7=0.6395;/domain6=0.6199;/domain5=0.6092;/domain0=0.6000,0,0,0.609209,49200.0000,49208.1934,49208.1934,49208.1934,8.1934,-1,2,-1,8,1,4824,1368,43,1108,0,0,1,1,0,DOMAIN_WRONG,none,,redundant,8.1934,0.0000,49200000000,49208193376,49208193376,49208193376
146,flood,Give me traffic where vehicleType equals bus and laneDirection equals outbound,5,traf_000092;traf_000122;traf_000287;traf_000422;traf_000467;traf_000557;traf_000587,/domain2,/domain2/data/doc/traf_900104,/domain2=0.6504;/domain1=0.6137,0,0,0.650397,49400.0000,49408.1927,49408.1927,49416.2895,16.2895,-1,2,-1,8,1,4824,1128,43,1108,0,0,1,1,0,DOMAIN_WRONG,none,,redundant,8.1927,8.0968,49400000000,49408192736,49408192736,49416289504
147,flood,Locate parking with facilityType set to gated near Lakeside District University Campus in Lakeside District Residential Block,5,p_000075;p_000143,/domain5,/domain5/data/doc/p_000433,/domain5=0.8622;/domain1=0.6590;/domain2=0.6537;/domain6=0.6346;/domain7=0.6341;/domain0=0.6297;/domain4=0.6153,0,1,0.862153,49600.0000,49608.1933,49608.1933,49616.3680,16.3680,-1,2,-1,8,1,4824,1307,40,1105,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1933,8.1747,49600000000,49608193328,49608193328,49616368000
148,flood,"Search for traffic devices: laneDirection=outbound, vehicleType=car, near South Hills Shopping Mall",3,traf_000026;traf_000116;traf_000206,/domain7,/domain7/data/doc/traf_000309,/domain7=0.7275;/domain4=0.7167;/domain2=0.7118;/domain3=0.7073;/domain1=0.7040;/domain0=0.6893;/domain6=0.6841;/domain5=0.6574,0,0,0.657418,49800.0000,49808.1934,49808.1934,49814.8561,14.8561,-1,2,-1,8,1,4824,1368,43,1108,0,0,1,1,0,DOMAIN_WRONG,none,,redundant,8.1934,6.6628,49800000000,49808193376,49808193376,49814856144
149,flood,Locate streetlight with locationCategory set to road near Midtown Center Cultural Center in Midtown Center Waterfront,4,sl_000014;sl_000022;sl_000086;sl_000598,/domain4,/domain4/data/doc/sl_000351,/domain4=0.7741;/domain2=0.7542;/domain5=0.7041;/domain6=0.6794;/domain0=0.6716;/domain7=0.6693;/domain1=0.6390;/domain3=0.6239,0,1,0.704085,50000.0000,50008.1933,50008.1933,50014.5380,14.5380,-1,2,-1,8,1,4824,1352,41,1106,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1933,6.3447,50000000000,50008193344,50008193344,50014538048
150,flood,"Show pollution where pollutantType is CO, monitoringStation is mobile in Old Town Core Arts Quarter",6,pol_000017;pol_000023;pol_000047;pol_000137;pol_000275;pol_000299;pol_000371;pol_000377;pol_000401;pol_000503;pol_000545;pol_000557,/domain6,/domain6/data/doc/pol_000055,/domain6=0.7141;/domain2=0.6617;/domain1=0.6215;/domain3=0.6066;/domain0=0.6046,0,1,0.661695,50200.0000,50208.1927,50208.1927,50215.8075,15.8075,-1,2,-1,8,1,4824,1243,42,1107,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1927,7.6147,50200000000,50208192736,50208192736,50215807472
151,flood,Give me parking where allowedVehicleType equals car and occupancyStatus equals almostFull,6,p_000043;p_000091;p_000163;p_000223;p_000295;p_000319;p_000463,/domain7,/domain7/data/doc/p_000547,/domain7=0.6123,0,0,0.612288,50400.0000,50408.1927,50408.1927,50408.1927,8.1927,-1,2,-1,8,1,4824,1085,40,1105,0,0,1,1,0,DOMAIN_WRONG,none,,redundant,8.1927,0.0000,50400000000,50408192736,50408192736,50408192736
152,flood,Locate traffic with vehicleType set to bus near Old Town Core Science Center in Old Town Core Financial Row,6,traf_000042;traf_000147;traf_000402;traf_000417,/domain6,/domain6/data/doc/traf_000531,/domain6=0.7606;/domain2=0.6668;/domain7=0.6582,0,1,0.666815,50600.0000,50608.1927,50608.1927,50615.8075,15.8075,-1,2,-1,8,1,4824,1168,43,1108,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1927,7.6148,50600000000,50608192736,50608192736,50615807504
153,flood,Find streetlight with status brokenLantern and locationCategory park near South Hills Riverside Park,3,sl_000004;sl_000008;sl_000012;sl_000044;sl_000048;sl_000052;sl_000288;sl_000292;sl_000392;sl_000452;sl_000476;sl_000488;sl_000584,/domain4,/domain4/data/doc/sl_000552,/domain4=0.8029;/domain0=0.7919;/domain5=0.7822;/domain2=0.7314;/domain6=0.7131;/domain1=0.7105;/domain7=0.6969;/domain3=0.6578,0,0,0.782215,50800.0000,50808.1933,50808.1933,50814.5380,14.5380,-1,2,-1,8,1,4824,1352,41,1106,0,0,1,1,0,DOMAIN_WRONG,none,,redundant,8.1933,6.3447,50800000000,50808193344,50808193344,50814538048
154,flood,"Query traffic: roadType residential, laneDirection outbound, in Greenfield Park",7,traf_000128;traf_000284;traf_000368,/domain7,/domain7/data/doc/traf_000504,/domain7=0.7934;/domain6=0.6922;/domain2=0.6696;/domain4=0.6654;/domain1=0.6630;/domain0=0.6427;/domain5=0.6307;/domain3=0.6103,0,1,0.630690,51000.0000,51008.1934,51008.1934,51014.8561,14.8561,-1,2,-1,8,1,4824,1368,43,1108,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1934,6.6628,51000000000,51008193376,51008193376,51014856144
155,flood,Give me parking where facilityType equals metered and occupancyStatus equals few,3,p_000016;p_000064;p_000124;p_000168;p_000236;p_000252;p_000312;p_000348;p_000360;p_000404;p_000424;p_000464;p_000468;p_000560;p_000588,/domain1,/domain1/data/doc/p_000368,/domain1=0.6593;/domain7=0.6569;/domain3=0.6243;/domain0=0.6229;/domain6=0.6129;/domain4=0.6053,0,0,0.622881,51200.0000,51208.1927,51208.1927,51215.4294,15.4294,-1,2,-1,8,1,4824,1270,40,1105,0,0,1,1,0,DOMAIN_WRONG,none,,redundant,8.1927,7.2367,51200000000,51208192736,51208192736,51215429408
156,flood,"Show streetlight where lanternModel is MH, powerState is off in Greenfield Park Uptown",7,sl_000319,/domain7,/domain7/data/doc/sl_000178,/domain7=0.7628;/domain4=0.7214;/domain0=0.7122;/domain5=0.6962;/domain6=0.6938;/domain2=0.6760;/domain1=0.6750;/domain3=0.6589,0,1,0.696186,51400.0000,51408.1933,51408.1933,51414.8560,14.8560,-1,2,-1,8,1,4824,1352,41,1106,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1933,6.6627,51400000000,51408193344,51408193344,51414856048
157,flood,List traffic having congestionLevel moderate plus laneDirection inbound in Lakeside District,5,traf_000193;traf_000208;traf_000253;traf_000388;traf_000403;traf_000448;traf_000478,/domain5,/domain5/data/doc/traf_000505,/domain5=0.7052;/domain1=0.6117,0,1,0.705217,51600.0000,51608.1934,51608.1934,51608.1934,8.1934,-1,2,-1,8,1,4824,1128,43,1108,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1934,0.0000,51600000000,51608193376,51608193376,51608193376
158,flood,traffic with vehicleType=bus and roadType=serviceRoad close to Eastshore Quarter Clock Tower,2,traf_000072,/domain2,/domain2/data/doc/traf_000052,/domain2=0.7695;/domain1=0.7248;/domain7=0.6445;/domain3=0.6317;/domain0=0.6272;/domain4=0.6266;/domain5=0.6212,0,1,0.621181,51800.0000,51808.1934,51808.1934,51816.2901,16.2901,-1,2,-1,8,1,4824,1328,43,1108,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1934,8.0968,51800000000,51808193376,51808193376,51816290144
159,flood,streetlight with lanternModel=HPS and powerState=low close to South Hills Cathedral,3,sl_000006;sl_000018;sl_000046;sl_000050;sl_000222;sl_000238;sl_000366;sl_000382;sl_000442;sl_000470;sl_000562;sl_000566;sl_000574,/domain5,/domain5/data/doc/sl_900347,/domain5=0.7132;/domain7=0.7132;/domain1=0.7032;/domain2=0.6844;/domain3=0.6728;/domain6=0.6510;/domain0=0.6419;/domain4=0.6205,0,0,0.713241,52000.0000,52008.1933,52008.1933,52016.3680,16.3680,-1,2,-1,8,1,4824,1352,41,1106,0,0,1,1,0,DOMAIN_WRONG,none,,redundant,8.1933,8.1747,52000000000,52008193344,52008193344,52016368048
160,flood,"Search for streetlight devices: lanternModel=HPS, status=columnIssue, near Old Town Core Main Station",6,sl_000082,/domain6,/domain6/data/doc/sl_000092,/domain6=0.7913;/domain7=0.7593;/domain2=0.7264;/domain0=0.7251;/domain5=0.7134;/domain1=0.7090;/domain4=0.6689;/domain3=0.6679,0,1,0.713412,52200.0000,52208.1933,52208.1933,52208.1933,8.1933,-1,2,-1,8,1,4824,1352,41,1106,0,0,1,1,0,DOC_WRONG,none,,redundant,8.1933,0.0000,52200000000,52208193344,52208193344,52208193344
161,flood,"Show parking where occupancyStatus is few, allowedVehicleType is electricVehicle in South Hills Industrial Zone",3,p_000168;p_000252;p_000312;p_000348;p_000360;p_000468;p_000588,/domain3,/domain3/data/doc/p_000312,/domain3=0.7877;/domain1=0.7343;/domain2=0.7318;/domain5=0.6998;/domain4=0.6958;/domain7=0.6935;/domain0=0.6904;/domain6=0.6474,1,1,0.699819,52400.0000,52408.1933,52408.1933,52414.7180,14.7180,-1,2,-1,8,1,4824,1344,40,1105,0,0,1,1,0,,none,,redundant,8.1933,6.5247,52400000000,52408193328,52408193328,52414718000
