qid,scheme,query_text,gt_domain,gt_doc,pred_domain,pred_doc,topk_domains,hit_exact,domain_hit,ssr_score,t_send_disc,t_recv_disc_reply,t_send_fetch,t_recv_data,rtt_total_ms,hops_disc,hops_fetch,hops_total,n_interest_sent,n_data_recv,bytes_ctrl_tx,bytes_ctrl_rx,bytes_data_tx,bytes_data_rx,timeouts,retransmissions,is_measurable,is_success,is_timeout,timeout_reason,failure_scenario,failure_target,topology,disc_ms,fetch_ms,t_send_disc_ns,t_recv_disc_reply_ns,t_send_fetch_ns,t_recv_data_ns
120,iroute,Search for streetlight devices in Greenfield Park Industrial Zone,7,sl_000042;sl_000074;sl_000122;sl_000154;sl_000162;sl_000178;sl_000218;sl_000242;sl_000290;sl_000338;sl_000410;sl_000458;sl_000570;sl_000586,/domain1,/domain1/data/doc/sl_900164,/domain1=2.02068(0.54977);/domain6=1.93679(0.548498);/domain0=1.91309(0.5572);/domain5=1.58489(0.453719);/domain4=1.48538(0.504951),0,0,0.714016,44200.0000,44207.2307,44208.1835,44215.4202,15.4202,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,7.2307,7.2367,44200000000,44207230704,44208183488,44215420224
121,iroute,Give me parking information near North Harbor City Library,0,p_000004;p_000008;p_000024;p_000068;p_000096;p_000148;p_000196;p_000204;p_000208;p_000212;p_000220;p_000324;p_000420;p_000456;p_000528;p_000548;p_000572;p_000592;p_000596,/domain0,/domain0/data/doc/p_000420,/domain0=3.16896(0.855143);/domain2=2.26721(0.703798);/domain5=2.14027(0.575854);/domain7=1.92509(0.536311);/domain1=1.47274(0.430262),1,1,0.832487,44400.0000,44407.7447,44408.1785,44408.1785,8.1785,-1,2,-1,5,1,3015,168,42,1105,0,0,1,1,0,,none,,redundant,7.7447,0.0000,44400000000,44407744688,44408178544,44408178544
122,iroute,Query streetlight records from Old Town Core Financial Row,6,sl_000316;sl_000468,/domain6,/domain6/data/doc/sl_000282,/domain6=1.46999(0.443427);/domain1=0.86909(0.298604);/domain4=0.865762(0.347361);/domain3=0.508971(0.256616);/domain0=0.491125(0.228858),0,1,0.615749,44600.0000,44607.6087,44607.6087,44615.2234,15.2234,-1,2,-1,2,1,1206,169,43,1106,0,0,1,1,0,,none,,redundant,7.6087,7.6147,44600000000,44607608704,44607608704,44615223440
123,iroute,Show streetlight status for the Old Town Core Uptown zone,6,sl_000043;sl_000095;sl_000123;sl_000143;sl_000187;sl_000199;sl_000235;sl_000271;sl_000295;sl_000435;sl_000455;sl_000475;sl_000503;sl_000587,/domain6,/domain6/data/doc/sl_000092,/domain6=2.61868(0.701986);/domain1=2.48233(0.650458);/domain4=2.25018(0.699467);/domain0=2.09675(0.599611);/domain3=1.85957(0.600121),0,1,0.764686,44800.0000,44807.6087,44807.7595,44807.7595,7.7595,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,7.6087,0.0000,44800000000,44807608704,44807759488,44807759488
124,iroute,Query traffic records from North Harbor Residential Block,0,traf_000082;traf_000232;traf_000454;traf_000502,/domain0,/domain0/data/doc/traf_000296,/domain7=1.44905(0.431036);/domain2=1.12557(0.411406);/domain6=1.03405(0.36886);/domain0=1.0092(0.351758);/domain4=0.791947(0.319547),0,1,0.688034,45000.0000,45007.7595,45008.0957,45015.8465,15.8465,-1,2,-1,5,1,3015,171,45,1108,0,0,1,1,0,,none,,redundant,7.7595,7.7508,45000000000,45007759520,45008095664,45015846464
125,iroute,"Search for streetlight devices: status=defectiveLamp, locationCategory=tunnel, near North Harbor Main Station",0,sl_000010;sl_000098;sl_000126;sl_000182;sl_000246;sl_000278;sl_000322;sl_000362;sl_000386;sl_000418;sl_000426;sl_000434;sl_000482;sl_000534;sl_000558;sl_000594,/domain0,/domain0/data/doc/sl_000182,/domain0=2.56339(0.707361);/domain1=2.30986(0.612843);/domain6=2.16746(0.600421);/domain5=1.78902(0.498142);/domain4=1.77961(0.579785),1,1,0.818817,45200.0000,45207.7447,45208.1835,45208.1835,8.1835,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,7.7447,0.0000,45200000000,45207744704,45208183488,45208183488
126,iroute,"Query parking: category rooftop, facilityType gated, in North Harbor",0,p_000004;p_000034;p_000148;p_000196;p_000208;p_000220;p_000370;p_000592,/domain0,/domain0/data/doc/p_000004,/domain0=2.38168(0.671649);/domain5=2.07884(0.562456);/domain2=1.91492(0.614198);/domain7=1.72733(0.492578);/domain1=1.44869(0.424079),1,1,0.721644,45400.0000,45407.7447,45408.1736,45408.1736,8.1736,-1,2,-1,5,1,3015,168,42,1105,0,0,1,1,0,,none,,redundant,7.7447,0.0000,45400000000,45407744688,45408173616,45408173616
127,iroute,"Show parking where occupancyStatus is full, category is rooftop in South Hills Downtown",3,p_000130;p_000358,/domain1,/domain1/data/doc/p_000538,/domain5=2.07376(0.561347);/domain7=1.84933(0.519559);/domain1=1.73862(0.488251);/domain2=1.69971(0.559462);/domain0=1.63088(0.496655),0,0,0.797123,45600.0000,45607.2405,45608.1687,45615.4054,15.4054,-1,2,-1,5,1,3015,168,42,1105,0,0,1,1,0,,none,,redundant,7.2405,7.2367,45600000000,45607240544,45608168688,45615405392
128,iroute,"Show pollution where monitoringStation is satellite, airQualityLevel is good in North Harbor Arts Quarter",0,pol_000006;pol_000021;pol_000066;pol_000126;pol_000276;pol_000351;pol_000516;pol_000546;pol_000591,/domain1,/domain1/data/doc/pol_000095,/domain1=2.42811(0.637222);/domain6=2.05989(0.615524);/domain7=1.89911(0.535834);/domain3=1.8985(0.619576);/domain4=1.88906(0.590905),0,0,0.696595,45800.0000,45807.2307,45807.6136,45814.8504,14.8504,-1,2,-1,5,1,3015,170,44,1107,0,0,1,1,0,,none,,redundant,7.2307,7.2368,45800000000,45807230720,45807613648,45814850416
129,iroute,Give me pollution where source_type equals industrial and monitoringStation equals satellite,1,pol_000069;pol_000141;pol_000165;pol_000321;pol_000465;pol_000477;pol_000489;pol_000585,/domain7,/domain7/data/doc/pol_900022,/domain1=1.40373(0.414294);/domain6=1.29544(0.431712);/domain3=1.29268(0.463081);/domain7=1.16685(0.372285);/domain4=1.04349(0.381763),0,0,0.555313,46000.0000,46006.6715,46007.6136,46014.2764,14.2764,-1,2,-1,5,1,3015,170,44,1107,0,0,1,1,0,,none,,redundant,6.6715,6.6628,46000000000,46006671504,46007613648,46014276416
130,iroute,pollution with source_type=residential and pollutantType=CO close to Old Town Core Clock Tower,6,pol_000023;pol_000047;pol_000275;pol_000299;pol_000371;pol_000503,/domain6,/domain6/data/doc/pol_000571,/domain6=2.07303(0.618684);/domain1=1.91455(0.52546);/domain7=1.80315(0.514402);/domain3=1.58017(0.537344);/domain4=1.48084(0.489938),0,1,0.665456,46200.0000,46207.6087,46207.6087,46215.2235,15.2235,-1,2,-1,5,1,3015,170,44,1107,0,0,1,1,0,,none,,redundant,7.6087,7.6148,46200000000,46207608720,46207608720,46215223488
131,iroute,Give me traffic where roadType equals residential and congestionLevel equals moderate,0,traf_000248;traf_000488,/domain1,/domain1/data/doc/traf_000443,/domain7=1.83293(0.51593);/domain2=1.56605(0.522885);/domain1=1.24831(0.38047);/domain3=0.965839(0.378652);/domain4=0.717435(0.301118),0,0,0.667496,46400.0000,46407.2406,46408.0957,46415.3325,15.3325,-1,2,-1,5,1,3015,171,45,1108,0,0,1,1,0,,none,,redundant,7.2406,7.2368,46400000000,46407240592,46408095664,46415332464
132,iroute,Give me streetlight where lanternModel equals MH and powerState equals low,1,sl_000363;sl_000479;sl_000519,/domain1,/domain1/data/doc/sl_900244,/domain6=1.53559(0.458193);/domain1=1.43961(0.423038);/domain0=1.21805(0.396711);/domain3=1.17558(0.426159);/domain5=1.07145(0.341983),0,1,0.596522,46600.0000,46607.2356,46608.1884,46615.4252,15.4252,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,7.2356,7.2367,46600000000,46607235632,46608188416,46615425152
133,iroute,Locate pollution with source_type set to industrial near Eastshore Quarter Shopping Mall in Eastshore Quarter Arts Quarter,2,pol_000005;pol_000053;pol_000161;pol_000389;pol_000449,/domain2,/domain2/data/doc/pol_000347,/domain1=2.16627(0.580239);/domain2=2.06236(0.648496);/domain7=1.9075(0.537708);/domain6=1.8035(0.553874);/domain3=1.79469(0.592759),0,1,0.713601,46800.0000,46808.0956,46808.0956,46816.1924,16.1924,-1,2,-1,5,1,3015,170,44,1107,0,0,1,1,0,,none,,redundant,8.0956,8.0968,46800000000,46808095648,46808095648,46816192416
134,iroute,List pollution having source_type naturalBackground plus pollutantType O3 in Lakeside District,5,pol_000136;pol_000196;pol_000448;pol_000532;pol_000580,/domain1,/domain1/data/doc/pol_000064,/domain1=2.06617(0.558455);/domain7=1.9795(0.553788);/domain3=1.53557(0.525823);/domain6=1.4151(0.460483);/domain4=1.13291(0.403882),0,0,0.611333,47000.0000,47007.2307,47007.6235,47014.8603,14.8603,-1,2,-1,5,1,3015,170,44,1107,0,0,1,1,0,,none,,redundant,7.2307,7.2368,47000000000,47007230720,47007623504,47014860272
135,iroute,Find streetlight with status defectiveLamp and locationCategory tunnel near Greenfield Park City Hall,7,sl_000030;sl_000414,/domain6,/domain6/data/doc/sl_000092,/domain1=2.41275(0.635283);/domain6=2.21178(0.610397);/domain0=2.08269(0.596363);/domain5=1.87356(0.516538);/domain4=1.83497(0.593864),0,0,0.759667,47200.0000,47207.6136,47208.1835,47208.1835,8.1835,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,7.6136,0.0000,47200000000,47207613632,47208183488,47208183488
136,iroute,"Show pollution where pollutantType is NO2, source_type is residential in Old Town Core Industrial Zone",6,pol_000007;pol_000019;pol_000055;pol_000247;pol_000463;pol_000487;pol_000535;pol_000571;pol_000595,/domain3,/domain3/data/doc/pol_000115,/domain6=1.99108(0.598978);/domain7=1.85111(0.525113);/domain1=1.79925(0.500367);/domain3=1.68891(0.565433);/domain4=1.68686(0.540893),0,0,0.631711,47400.0000,47406.5335,47407.6087,47414.1335,14.1335,-1,2,-1,5,1,3015,170,44,1107,0,0,1,1,0,,none,,redundant,6.5335,6.5248,47400000000,47406533504,47407608720,47414133488
137,iroute,Locate traffic with roadType set to collector near Eastshore Quarter Science Center in Eastshore Quarter Commercial Strip,2,traf_000016;traf_000046;traf_000166;traf_000226,/domain2,/domain2/data/doc/traf_000583,/domain2=2.78827(0.832211);/domain7=2.41467(0.644583);/domain0=1.53097(0.47337);/domain1=1.50556(0.436454);/domain5=1.3557(0.404735),0,1,0.786647,47600.0000,47608.0907,47608.1884,47616.2852,16.2852,-1,2,-1,5,1,3015,171,45,1108,0,0,1,1,0,,none,,redundant,8.0907,8.0968,47600000000,47608090736,47608188448,47616285248
138,iroute,List pollution having pollutantType PM2_5 plus monitoringStation mobile in Old Town Core,6,pol_000081;pol_000129;pol_000171;pol_000183;pol_000201;pol_000237;pol_000357;pol_000375;pol_000417;pol_000459;pol_000495;pol_000573,/domain6,/domain6/data/doc/pol_000459,/domain6=2.41168(0.700111);/domain1=2.2812(0.60525);/domain7=2.15018(0.59191);/domain3=1.89736(0.619281);/domain4=1.85309(0.582009),1,1,0.767520,47800.0000,47807.6087,47807.6087,47815.2235,15.2235,-1,2,-1,5,1,3015,170,44,1107,0,0,1,1,0,,none,,redundant,7.6087,7.6148,47800000000,47807608720,47807608720,47815223488
139,iroute,List parking having facilityType covered plus allowedVehicleType motorcycle in Greenfield Park,7,p_000137,/domain7,/domain7/data/doc/p_000227,/domain7=1.94745(0.541258);/domain0=1.79283(0.534402);/domain2=1.64216(0.544827);/domain5=1.5331(0.443428);/domain1=0.990106(0.32428),0,1,0.690237,48000.0000,48006.6567,48008.1835,48014.8462,14.8462,-1,2,-1,5,1,3015,168,42,1105,0,0,1,1,0,,none,,redundant,6.6567,6.6627,48000000000,48006656688,48008183472,48014846176
140,iroute,"Search for traffic devices: congestionLevel=heavy, laneDirection=inbound, near North Harbor Cultural Center",0,traf_000019;traf_000064;traf_000214;traf_000259;traf_000364;traf_000439;traf_000454;traf_000499,/domain2,/domain2/data/doc/traf_000083,/domain7=2.4145(0.644547);/domain2=2.11366(0.661479);/domain4=1.7726(0.562101);/domain1=1.66697(0.471581);/domain6=1.50209(0.4814),0,0,0.712408,48200.0000,48208.0957,48208.0957,48216.1925,16.1925,-1,2,-1,5,1,3015,171,45,1108,0,0,1,1,0,,none,,redundant,8.0957,8.0968,48200000000,48208095664,48208095664,48216192464
141,iroute,parking with facilityType=gated and category=offStreet close to South Hills Shopping Mall,3,p_000011;p_000247;p_000251;p_000263;p_000339;p_000367;p_000507;p_000579,/domain7,/domain7/data/doc/p_000056,/domain5=2.20529(0.590035);/domain0=2.17143(0.622643);/domain2=2.06678(0.652821);/domain7=1.67424(0.480837);/domain1=1.13601(0.356032),0,0,0.689443,48400.0000,48406.6715,48408.1687,48414.8314,14.8314,-1,2,-1,5,1,3015,168,42,1105,0,0,1,1,0,,none,,redundant,6.6715,6.6627,48400000000,48406671472,48408168688,48414831392
142,iroute,List parking having allowedVehicleType bicycle plus facilityType covered in South Hills,3,p_000309;p_000333;p_000345;p_000369;p_000453,/domain1,/domain1/data/doc/p_000176,/domain2=1.75427(0.573338);/domain0=1.68129(0.508405);/domain5=1.57088(0.451668);/domain7=1.53713(0.450514);/domain1=1.08196(0.344269),0,0,0.685341,48600.0000,48607.2504,48608.1785,48615.4152,15.4152,-1,2,-1,5,1,3015,168,42,1105,0,0,1,1,0,,none,,redundant,7.2504,7.2367,48600000000,48607250400,48608178544,48615415248
143,iroute,"Query streetlight: lanternModel LED, locationCategory sidewalk, in Eastshore Quarter",2,sl_000005;sl_000009;sl_000013;sl_000021;sl_000089;sl_000249;sl_000317;sl_000341;sl_000345;sl_000369;sl_000409;sl_000509;sl_000593,/domain2,/domain2/data/doc/sl_000007,/domain1=2.45381(0.644238);/domain5=2.05758(0.556585);/domain6=2.05347(0.574762);/domain0=2.01334(0.58035);/domain2=1.63291(0.542473),0,1,0.711415,48800.0000,48808.1104,48808.1736,48808.1736,8.1736,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,8.1104,0.0000,48800000000,48808110416,48808173632,48808173632
144,iroute,Find pollution with pollutantType PM2_5 and airQualityLevel moderate near Westside Heights Historic Market,1,pol_000087;pol_000327;pol_000477,/domain1,/domain1/data/doc/pol_000477,/domain1=2.89559(0.738956);/domain7=2.25908(0.616233);/domain3=2.00022(0.645851);/domain6=1.75478(0.542161);/domain4=1.71997(0.549082),1,1,0.766979,49000.0000,49007.2307,49007.6235,49014.8603,14.8603,-1,2,-1,5,1,3015,170,44,1107,0,0,1,1,0,,none,,redundant,7.2307,7.2368,49000000000,49007230720,49007623504,49014860272
145,iroute,"Query traffic: laneDirection inbound, roadType highway, in South Hills",3,traf_000022;traf_000109;traf_000130;traf_000190;traf_000295;traf_000319;traf_000346;traf_000361;traf_000373;traf_000400;traf_000433;traf_000469;traf_000493;traf_000514;traf_000532;traf_000544;traf_000580;traf_000586;traf_000592,/domain2,/domain2/data/doc/traf_000546,/domain7=2.06542(0.567347);/domain2=2.04656(0.644495);/domain1=0.801729(0.283285);/domain3=0.797541(0.335178);/domain4=0.623639(0.277919),0,0,0.686243,49200.0000,49208.0957,49208.0957,49208.0957,8.0957,-1,2,-1,3,1,1809,171,45,1108,0,0,1,1,0,,none,,redundant,8.0957,0.0000,49200000000,49208095664,49208095664,49208095664
146,iroute,Give me traffic where vehicleType equals bus and laneDirection equals outbound,5,traf_000092;traf_000122;traf_000287;traf_000422;traf_000467;traf_000557;traf_000587,/domain2,/domain2/data/doc/traf_900104,/domain2=1.75912(0.571749);/domain7=1.66166(0.478053);/domain1=0.539595(0.226239);/domain3=0.249343(0.193569);/domain6=-0.0501551(0.108165),0,0,0.650397,49400.0000,49408.0907,49408.0907,49416.1875,16.1875,-1,2,-1,2,1,1206,171,45,1108,0,0,1,1,0,,none,,redundant,8.0907,8.0968,49400000000,49408090736,49408090736,49416187536
147,iroute,Locate parking with facilityType set to gated near Lakeside District University Campus in Lakeside District Residential Block,5,p_000075;p_000143,/domain5,/domain5/data/doc/p_000433,/domain5=3.5276(0.878436);/domain0=2.15766(0.619434);/domain2=2.07158(0.654043);/domain7=1.45146(0.431569);/domain1=1.1293(0.355358),0,1,0.862153,49600.0000,49608.1687,49608.1687,49616.3434,16.3434,-1,2,-1,5,1,3015,168,42,1105,0,0,1,1,0,,none,,redundant,8.1687,8.1747,49600000000,49608168688,49608168688,49616343392
148,iroute,"Search for traffic devices: laneDirection=outbound, vehicleType=car, near South Hills Shopping Mall",3,traf_000026;traf_000116;traf_000206,/domain7,/domain7/data/doc/traf_000309,/domain7=2.52614(0.669234);/domain2=2.20424(0.684402);/domain0=1.31952(0.424084);/domain1=1.28508(0.388474);/domain4=1.2338(0.428834),0,0,0.727473,49800.0000,49806.6567,49808.0957,49814.7585,14.7585,-1,2,-1,5,1,3015,171,45,1108,0,0,1,1,0,,none,,redundant,6.6567,6.6628,49800000000,49806656736,49808095664,49814758464
149,iroute,Locate streetlight with locationCategory set to road near Midtown Center Cultural Center in Midtown Center Waterfront,4,sl_000014;sl_000022;sl_000086;sl_000598,/domain4,/domain4/data/doc/sl_000351,/domain4=2.33817(0.721844);/domain1=2.20245(0.589414);/domain5=1.95186(0.53358);/domain0=1.93169(0.561497);/domain6=1.87251(0.53403),0,1,0.774131,50000.0000,50006.3387,50008.1786,50008.1786,8.1786,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,6.3387,0.0000,50000000000,50006338704,50008178560,50008178560
150,iroute,"Show pollution where pollutantType is CO, monitoringStation is mobile in Old Town Core Arts Quarter",6,pol_000017;pol_000023;pol_000047;pol_000137;pol_000275;pol_000299;pol_000371;pol_000377;pol_000401;pol_000503;pol_000545;pol_000557,/domain6,/domain6/data/doc/pol_000055,/domain6=2.21961(0.653928);/domain1=1.96922(0.537357);/domain7=1.61767(0.472976);/domain3=1.57009(0.534741);/domain2=1.55512(0.52012),0,1,0.714076,50200.0000,50207.6087,50208.1104,50208.1104,8.1104,-1,2,-1,5,1,3015,170,44,1107,0,0,1,1,0,,none,,redundant,7.6087,0.0000,50200000000,50207608720,50208110432,50208110432
151,iroute,Give me parking where allowedVehicleType equals car and occupancyStatus equals almostFull,6,p_000043;p_000091;p_000163;p_000223;p_000295;p_000319;p_000463,/domain7,/domain7/data/doc/p_000547,/domain0=1.53939(0.475331);/domain5=1.45162(0.425655);/domain7=1.42043(0.424705);/domain2=1.29721(0.457093);/domain1=0.639316(0.24794),0,0,0.612288,50400.0000,50406.6665,50408.1736,50408.1736,8.1736,-1,2,-1,4,1,2412,168,42,1105,0,0,1,1,0,,none,,redundant,6.6665,0.0000,50400000000,50406666544,50408173616,50408173616
152,iroute,Locate traffic with vehicleType set to bus near Old Town Core Science Center in Old Town Core Financial Row,6,traf_000042;traf_000147;traf_000402;traf_000417,/domain6,/domain6/data/doc/traf_000531,/domain7=2.2028(0.597729);/domain2=1.83707(0.591477);/domain6=1.54731(0.492274);/domain0=1.16137(0.387225);/domain1=0.946069(0.314697),0,1,0.760628,50600.0000,50607.6186,50608.0957,50615.7105,15.7105,-1,2,-1,5,1,3015,171,45,1108,0,0,1,1,0,,none,,redundant,7.6186,7.6148,50600000000,50607618592,50608095664,50615710464
153,iroute,Find streetlight with status brokenLantern and locationCategory park near South Hills Riverside Park,3,sl_000004;sl_000008;sl_000012;sl_000044;sl_000048;sl_000052;sl_000288;sl_000292;sl_000392;sl_000452;sl_000476;sl_000488;sl_000584,/domain0,/domain0/data/doc/sl_000056,/domain1=2.58953(0.673839);/domain6=2.17684(0.602533);/domain5=2.15853(0.578555);/domain3=1.93714(0.619851);/domain0=1.88958(0.551772),0,0,0.791933,50800.0000,50807.7644,50808.1786,50808.1786,8.1786,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,7.7644,0.0000,50800000000,50807764416,50808178560,50808178560
154,iroute,"Query traffic: roadType residential, laneDirection outbound, in Greenfield Park",7,traf_000128;traf_000284;traf_000368,/domain7,/domain7/data/doc/traf_000504,/domain7=3.05441(0.786062);/domain2=2.10037(0.658115);/domain5=1.28524(0.389368);/domain0=1.27809(0.414428);/domain1=1.13499(0.35581),0,1,0.793388,51000.0000,51006.6567,51008.1786,51014.8414,14.8414,-1,2,-1,5,1,3015,171,45,1108,0,0,1,1,0,,none,,redundant,6.6567,6.6628,51000000000,51006656736,51008178592,51014841392
155,iroute,Give me parking where facilityType equals metered and occupancyStatus equals few,3,p_000016;p_000064;p_000124;p_000168;p_000236;p_000252;p_000312;p_000348;p_000360;p_000404;p_000424;p_000464;p_000468;p_000560;p_000588,/domain1,/domain1/data/doc/p_000368,/domain0=1.96813(0.57526);/domain7=1.88064(0.526483);/domain5=1.86464(0.515737);/domain2=1.60797(0.536129);/domain1=1.51679(0.438898),0,0,0.659288,51200.0000,51207.2504,51208.1785,51215.4152,15.4152,-1,2,-1,5,1,3015,168,42,1105,0,0,1,1,0,,none,,redundant,7.2504,7.2367,51200000000,51207250400,51208178544,51215415248
156,iroute,"Show streetlight where lanternModel is MH, powerState is off in Greenfield Park Uptown",7,sl_000319,/domain4,/domain4/data/doc/sl_000552,/domain1=2.56837(0.669224);/domain6=2.34871(0.641218);/domain5=2.21788(0.591472);/domain0=2.0504(0.588906);/domain4=1.91717(0.614771),0,0,0.721387,51400.0000,51406.3584,51408.1786,51408.1786,8.1786,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,6.3584,0.0000,51400000000,51406358416,51408178560,51408178560
157,iroute,List traffic having congestionLevel moderate plus laneDirection inbound in Lakeside District,5,traf_000193;traf_000208;traf_000253;traf_000388;traf_000403;traf_000448;traf_000478,/domain5,/domain5/data/doc/traf_000505,/domain7=1.72548(0.492168);/domain2=1.63318(0.539877);/domain5=1.25165(0.382043);/domain1=0.947626(0.315036);/domain3=0.693354(0.308265),0,1,0.705217,51600.0000,51608.1786,51608.1786,51608.1786,8.1786,-1,2,-1,5,1,3015,171,45,1108,0,0,1,1,0,,none,,redundant,8.1786,0.0000,51600000000,51608178592,51608178592,51608178592
158,iroute,traffic with vehicleType=bus and roadType=serviceRoad close to Eastshore Quarter Clock Tower,2,traf_000072,/domain2,/domain2/data/doc/traf_000052,/domain2=2.41999(0.739005);/domain7=2.16762(0.589948);/domain1=1.72289(0.48375);/domain0=1.21023(0.398612);/domain4=1.15176(0.408543),0,1,0.769542,51800.0000,51808.0907,51808.0907,51816.1875,16.1875,-1,2,-1,5,1,3015,171,45,1108,0,0,1,1,0,,none,,redundant,8.0907,8.0968,51800000000,51808090736,51808090736,51816187536
159,iroute,streetlight with lanternModel=HPS and powerState=low close to South Hills Cathedral,3,sl_000006;sl_000018;sl_000046;sl_000050;sl_000222;sl_000238;sl_000366;sl_000382;sl_000442;sl_000470;sl_000562;sl_000566;sl_000574,/domain5,/domain5/data/doc/sl_900347,/domain1=2.47423(0.648691);/domain5=2.06934(0.559146);/domain6=2.02225(0.567735);/domain3=1.9883(0.632861);/domain0=1.92204(0.559267),0,0,0.713241,52000.0000,52008.1736,52008.1736,52016.3484,16.3484,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,8.1736,8.1747,52000000000,52008173632,52008173632,52016348368
160,iroute,"Search for streetlight devices: lanternModel=HPS, status=columnIssue, near Old Town Core Main Station",6,sl_000082,/domain6,/domain6/data/doc/sl_000092,/domain6=2.59107(0.695772);/domain1=2.21094(0.591267);/domain0=2.12489(0.606108);/domain5=1.91679(0.525948);/domain4=1.78049(0.580009),0,1,0.791300,52200.0000,52207.6087,52208.1835,52208.1835,8.1835,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,7.6087,0.0000,52200000000,52207608704,52208183488,52208183488
161,iroute,"Show parking where occupancyStatus is few, allowedVehicleType is electricVehicle in South Hills Industrial Zone",3,p_000168;p_000252;p_000312;p_000348;p_000360;p_000468;p_000588,/domain1,/domain1/data/doc/p_000144,/domain5=2.11034(0.569325);/domain0=2.01916(0.587154);/domain2=1.95493(0.624373);/domain7=1.74412(0.496291);/domain1=1.53904(0.44374),0,0,0.734307,52400.0000,52407.2504,52408.1687,52408.1687,8.1687,-1,2,-1,5,1,3015,168,42,1105,0,0,1,1,0,,none,,redundant,7.2504,0.0000,52400000000,52407250400,52408168688,52408168688
162,iroute,"Show traffic where congestionLevel is moderate, laneDirection is outbound in Greenfield Park Transit Hub",7,traf_000038;traf_000128;traf_000368;traf_000473;traf_000533;traf_000548,/domain7,/domain7/data/doc/traf_000038,/domain7=2.72082(0.71229);/domain2=2.05655(0.647024);/domain1=1.22941(0.376358);/domain4=1.1015(0.396113);/domain3=1.00452(0.388644),1,1,0.729296,52600.0000,52606.6567,52608.0957,52614.7585,14.7585,-1,2,-1,5,1,3015,171,45,1108,0,0,1,1,0,,none,,redundant,6.6567,6.6628,52600000000,52606656736,52608095664,52614758464
163,iroute,parking with allowedVehicleType=electricVehicle and facilityType=gated close to Greenfield Park Clock Tower,7,p_000060;p_000192;p_000234;p_000264;p_000372;p_000384;p_000396;p_000474;p_000498;p_000558;p_000576;p_000594,/domain7,/domain7/data/doc/p_000576,/domain0=2.51376(0.702433);/domain5=2.19873(0.588605);/domain2=2.17075(0.679265);/domain7=2.13828(0.583459);/domain1=1.24905(0.380633),1,1,0.733337,52800.0000,52806.6715,52808.1736,52814.8363,14.8363,-1,2,-1,5,1,3015,168,42,1105,0,0,1,1,0,,none,,redundant,6.6715,6.6627,52800000000,52806671472,52808173616,52814836320
164,iroute,Give me streetlight where status equals defectiveLamp and powerState equals low,2,sl_000034;sl_000038;sl_000078;sl_000186;sl_000202;sl_000210;sl_000314;sl_000326;sl_000506;sl_000578;sl_000590,/domain1,/domain1/data/doc/sl_900079,/domain1=1.66355(0.471879);/domain0=1.50097(0.46204);/domain6=1.47009(0.44345);/domain5=1.3172(0.395462);/domain3=1.24809(0.444599),0,0,0.737983,53000.0000,53007.2307,53008.1835,53015.4202,15.4202,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,7.2307,7.2367,53000000000,53007230704,53008183488,53015420224
165,iroute,Give me pollution where source_type equals industrial and airQualityLevel equals moderate,0,pol_000217;pol_000597,/domain3,/domain3/data/doc/pol_000338,/domain1=1.72288(0.483747);/domain3=1.56383(0.533125);/domain7=1.51158(0.44928);/domain4=1.19025(0.418064);/domain6=1.13564(0.393287),0,0,0.616294,53200.0000,53206.5236,53207.6284,53207.6284,7.6284,-1,2,-1,5,1,3015,170,44,1107,0,0,1,1,0,,none,,redundant,6.5236,0.0000,53200000000,53206523648,53207628432,53207628432
166,iroute,"Query streetlight: lanternModel HPS, status ok, in Lakeside District",5,sl_000174;sl_000390;sl_000398,/domain5,/domain5/data/doc/sl_000393,/domain5=2.6728(0.690472);/domain1=1.82407(0.506889);/domain0=1.5747(0.479065);/domain6=1.47897(0.445449);/domain4=1.30403(0.458828),0,1,0.721302,53400.0000,53408.1687,53408.1687,53416.3434,16.3434,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,8.1687,8.1747,53400000000,53408168704,53408168704,53416343440
