entity_type,entity_id,doc_id,domain_id,lat,lon,canonical_name,streetName,landmarkToken,areaServed,lanternModel,locationCategory,powerState,status
streetlight,streetlight_000563,sl_000564,0,56.128402,10.193319,/d0/streetlight/sl_000564,"Cherry Ln, North Harbor",North Harbor Sports Arena,North Harbor Civic Center,fluorescent,pedestrianPath,bootingUp,brokenLantern
streetlight,streetlight_000564,sl_000565,0,56.130032,10.189185,/d0/streetlight/sl_000565,"Gate St, North Harbor",North Harbor Historic Market,North Harbor Arts Quarter,LED,playground,on,ok
streetlight,streetlight_000565,sl_000566,3,56.121299,10.223245,/d3/streetlight/sl_000566,"Queen Ave, South Hills",South Hills Art Museum,South Hills Waterfront,HPS,road,off,defectiveLamp
streetlight,streetlight_000566,sl_000567,1,56.171693,10.228207,/d1/streetlight/sl_000567,"Oak Ave, Westside Heights",Westside Heights Clock Tower,Westside Heights Commercial Strip,MH,sidewalk,low,columnIssue
streetlight,streetlight_000567,sl_000568,4,56.123069,10.154482,/d4/streetlight/sl_000568,"Valley Path, Midtown Center",Midtown Center City Hall,Midtown Center Industrial Zone,fluorescent,tunnel,bootingUp,brokenLantern
streetlight,streetlight_000568,sl_000569,0,56.134876,10.214582,/d0/streetlight/sl_000569,"Summit Way, North Harbor",North Harbor City Library,North Harbor Financial Row,LED,facade,on,ok
streetlight,streetlight_000569,sl_000570,7,56.183632,10.185097,/d7/streetlight/sl_000570,"Cedar Ln, Greenfield Park",Greenfield Park Convention Center,Greenfield Park Civic Center,HPS,garden,off,defectiveLamp
streetlight,streetlight_000570,sl_000571,2,56.186411,10.165423,/d2/streetlight/sl_000571,"Church Ln, Eastshore Quarter",Eastshore Quarter Cathedral,Eastshore Quarter Downtown,MH,park,low,columnIssue
streetlight,streetlight_000571,sl_000572,5,56.163363,10.199548,/d5/streetlight/sl_000572,"Pine Rd, Lakeside District",Lakeside District Central Plaza,Lakeside District Residential Block,fluorescent,pedestrianPath,bootingUp,brokenLantern
streetlight,streetlight_000572,sl_000573,3,56.14068,10.247736,/d3/streetlight/sl_000573,"Market Rd, South Hills",South Hills Sports Arena,South Hills Residential Block,LED,playground,on,ok
streetlight,streetlight_000573,sl_000574,3,56.124513,10.232938,/d3/streetlight/sl_000574,"Gate St, South Hills",South Hills Town Square,South Hills Industrial Zone,HPS,road,off,defectiveLamp
streetlight,streetlight_000574,sl_000575,4,56.126144,10.160166,/d4/streetlight/sl_000575,"Castle Rd, Midtown Center",Midtown Center Central Plaza,Midtown Center Downtown,MH,sidewalk,low,columnIssue
streetlight,streetlight_000575,sl_000576,5,56.160686,10.214337,/d5/streetlight/sl_000576,"Lake Dr, Lakeside District",Lakeside District Harbor Bridge,Lakeside District Financial Row,fluorescent,tunnel,bootingUp,brokenLantern
streetlight,streetlight_000576,sl_000577,1,56.163415,10.245461,/d1/streetlight/sl_000577,"Summit Way, Westside Heights",Westside Heights Shopping Mall,Westside Heights Downtown,LED,facade,on,ok
streetlight,streetlight_000577,sl_000578,2,56.194761,10.15618,/d2/streetlight/sl_000578,"Willow Way, Eastshore Quarter",Eastshore Quarter Cultural Center,Eastshore Quarter Arts Quarter,HPS,garden,off,defectiveLamp
streetlight,streetlight_000578,sl_000579,0,56.139161,10.194113,/d0/streetlight/sl_000579,"Park Rd, North Harbor",North Harbor Riverside Park,North Harbor Civic Center,MH,park,low,columnIssue
streetlight,streetlight_000579,sl_000580,6,56.166193,10.153067,/d6/streetlight/sl_000580,"Maple Blvd, Old Town Core",Old Town Core University Campus,Old Town Core Waterfront,fluorescent,pedestrianPath,bootingUp,brokenLantern
streetlight,streetlight_000580,sl_000581,0,56.124764,10.189732,/d0/streetlight/sl_000581,"Valley Path, North Harbor",North Harbor Waterfront Promenade,North Harbor Transit Hub,LED,playground,on,ok
streetlight,streetlight_000581,sl_000582,5,56.160528,10.21461,/d5/streetlight/sl_000582,"Church Ln, Lakeside District",Lakeside District Waterfront Promenade,Lakeside District Residential Block,HPS,road,off,defectiveLamp
streetlight,streetlight_000582,sl_000583,1,56.153888,10.245905,/d1/streetlight/sl_000583,"Church Ln, Westside Heights",Westside Heights Botanical Garden,Westside Heights Arts Quarter,MH,sidewalk,low,columnIssue
streetlight,streetlight_000583,sl_000584,3,56.134716,10.226145,/d3/streetlight/sl_000584,"King Blvd, South Hills",South Hills Science Center,South Hills Industrial Zone,fluorescent,tunnel,bootingUp,brokenLantern
streetlight,streetlight_000584,sl_000585,3,56.12754,10.247853,/d3/streetlight/sl_000585,"Birch Dr, South Hills",South Hills Convention Center,South Hills Transit Hub,LED,facade,on,ok
streetlight,streetlight_000585,sl_000586,7,56.192421,10.177931,/d7/streetlight/sl_000586,"Castle Rd, Greenfield Park",Greenfield Park Shopping Mall,Greenfield Park Civic Center,HPS,garden,off,defectiveLamp
streetlight,streetlight_000586,sl_000587,6,56.173222,10.16211,/d6/streetlight/sl_000587,"Cedar Ln, Old Town Core",Old Town Core Art Museum,Old Town Core Financial Row,MH,park,low,columnIssue
streetlight,streetlight_000587,sl_000588,7,56.191057,10.221456,/d7/streetlight/sl_000588,"King Blvd, Greenfield Park",Greenfield Park Convention Center,Greenfield Park Industrial Zone,fluorescent,pedestrianPath,bootingUp,brokenLantern
streetlight,streetlight_000588,sl_000589,6,56.154768,10.169803,/d6/streetlight/sl_000589,"Valley Path, Old Town Core",Old Town Core Cathedral,Old Town Core Waterfront,LED,playground,on,ok
streetlight,streetlight_000589,sl_000590,2,56.193848,10.154076,/d2/streetlight/sl_000590,"Forest Ave, Eastshore Quarter",Eastshore Quarter Main Station,Eastshore Quarter Transit Hub,HPS,road,off,defectiveLamp
streetlight,streetlight_000590,sl_000591,0,56.127862,10.200947,/d0/streetlight/sl_000591,"Castle Rd, North Harbor",North Harbor Main Station,North Harbor Downtown,MH,sidewalk,low,columnIssue
streetlight,streetlight_000591,sl_000592,5,56.155743,10.216917,/d5/streetlight/sl_000592,"Birch Dr, Lakeside District",Lakeside District University Campus,Lakeside District Civic Center,fluorescent,tunnel,bootingUp,brokenLantern
streetlight,streetlight_000592,sl_000593,2,56.188281,10.173059,/d2/streetlight/sl_000593,"Canal St, Eastshore Quarter",Eastshore Quarter Convention Center,Eastshore Quarter Downtown,LED,facade,on,ok
streetlight,streetlight_000593,sl_000594,0,56.137015,10.193185,/d0/streetlight/sl_000594,"Willow Way, North Harbor",North Harbor Cathedral,North Harbor Arts Quarter,HPS,garden,off,defectiveLamp
streetlight,streetlight_000594,sl_000595,1,56.176114,10.228863,/d1/streetlight/sl_000595,"School St, Westside Heights",Westside Heights Science Center,Westside Heights Financial Row,MH,park,low,columnIssue
streetlight,streetlight_000595,sl_000596,2,56.195864,10.169198,/d2/streetlight/sl_000596,"Elm St, Eastshore Quarter",Eastshore Quarter Cathedral,Eastshore Quarter Industrial Zone,fluorescent,pedestrianPath,bootingUp,brokenLantern
streetlight,streetlight_000596,sl_000597,7,56.189427,10.20507,/d7/streetlight/sl_000597,"Spruce St, Greenfield Park",Greenfield Park Town Square,Greenfield Park Industrial Zone,LED,playground,on,ok
streetlight,streetlight_000597,sl_000598,4,56.126002,10.152896,/d4/streetlight/sl_000598,"Canal St, Midtown Center",Midtown Center Cultural Center,Midtown Center Waterfront,HPS,road,off,defectiveLamp
streetlight,streetlight_000598,sl_000599,0,56.139309,10.221474,/d0/streetlight/sl_000599,"Willow Way, North Harbor",North Harbor Clock Tower,North Harbor Waterfront,MH,sidewalk,low,columnIssue
streetlight,streetlight_000599,sl_000600,1,56.171559,10.240108,/d1/streetlight/sl_000600,"Spruce St, Westside Heights",Westside Heights Harbor Bridge,Westside Heights Industrial Zone,fluorescent,tunnel,bootingUp,brokenLantern
parking,parking_000000,p_000001,3,56.174633,10.17792,/d3/parking/p_000001,"Birch Dr, South Hills",South Hills City Hall,South Hills Financial Row,,,,
parking,parking_000001,p_000002,4,56.186679,10.21499,/d4/parking/p_000002,"Station Rd, Midtown Center",Midtown Center Waterfront Promenade,Midtown Center Uptown,,,,
parking,parking_000002,p_000003,6,56.152802,10.163784,/d6/parking/p_000003,"Spruce St, Old Town Core",Old Town Core City Library,Old Town Core Uptown,,,,
parking,parking_000003,p_000004,0,56.138592,10.182011,/d0/parking/p_000004,"Church Ln, North Harbor",North Harbor Sports Arena,North Harbor Uptown,,,,
parking,parking_000004,p_000005,6,56.170668,10.157545,/d6/parking/p_000005,"Castle Rd, Old Town Core",Old Town Core Waterfront Promenade,Old Town Core Financial Row,,,,
parking,parking_000005,p_000006,4,56.190918,10.186219,/d4/parking/p_000006,"Pine Rd, Midtown Center",Midtown Center Historic Market,Midtown Center Uptown,,,,
parking,parking_000006,p_000007,0,56.138423,10.200621,/d0/parking/p_000007,"School St, North Harbor",North Harbor Clock Tower,North Harbor Uptown,,,,
parking,parking_000007,p_000008,0,56.123178,10.199721,/d0/parking/p_000008,"Bridge Ln, North Harbor",North Harbor Clock Tower,North Harbor Uptown,,,,
parking,parking_000008,p_000009,0,56.13648,10.181519,/d0/parking/p_000009,"Summit Way, North Harbor",North Harbor Shopping Mall,North Harbor Transit Hub,,,,
parking,parking_000009,p_000010,4,56.137305,10.166146,/d4/parking/p_000010,"Gate St, Midtown Center",Midtown Center City Library,Midtown Center Financial Row,,,,
parking,parking_000010,p_000011,3,56.165656,10.216418,/d3/parking/p_000011,"Gate St, South Hills",South Hills Cultural Center,South Hills Downtown,,,,
parking,parking_000011,p_000012,2,56.196278,10.172849,/d2/parking/p_000012,"Maple Blvd, Eastshore Quarter",Eastshore Quarter Waterfront Promenade,Eastshore Quarter Industrial Zone,,,,
parking,parking_000012,p_000013,3,56.151441,10.226642,/d3/parking/p_000013,"Castle Rd, South Hills",South Hills Cathedral,South Hills Industrial Zone,,,,
parking,parking_000013,p_000014,4,56.146968,10.214316,/d4/parking/p_000014,"Gate St, Midtown Center",Midtown Center Sports Arena,Midtown Center Transit Hub,,,,
parking,parking_000014,p_000015,2,56.199215,10.170178,/d2/parking/p_000015,"Castle Rd, Eastshore Quarter",Eastshore Quarter University Campus,Eastshore Quarter Commercial Strip,,,,
parking,parking_000015,p_000016,3,56.133975,10.240994,/d3/parking/p_000016,"Willow Way, South Hills",South Hills Cultural Center,South Hills Financial Row,,,,
parking,parking_000016,p_000017,4,56.139883,10.150864,/d4/parking/p_000017,"Forest Ave, Midtown Center",Midtown Center Historic Market,Midtown Center Residential Block,,,,
parking,parking_000017,p_000018,4,56.17304,10.226294,/d4/parking/p_000018,"Forest Ave, Midtown Center",Midtown Center Central Plaza,Midtown Center Downtown,,,,
parking,parking_000018,p_000019,4,56.155317,10.235085,/d4/parking/p_000019,"Summit Way, Midtown Center",Midtown Center University Campus,Midtown Center Financial Row,,,,
parking,parking_000019,p_000020,4,56.194976,10.233865,/d4/parking/p_000020,"Oak Ave, Midtown Center",Midtown Center Waterfront Promenade,Midtown Center Uptown,,,,
parking,parking_000020,p_000021,4,56.145506,10.19044,/d4/parking/p_000021,"Canal St, Midtown Center",Midtown Center City Library,Midtown Center Industrial Zone,,,,
parking,parking_000021,p_000022,2,56.180038,10.164774,/d2/parking/p_000022,"Cherry Ln, Eastshore Quarter",Eastshore Quarter Harbor Bridge,Eastshore Quarter Commercial Strip,,,,
parking,parking_000022,p_000023,6,56.16328,10.153246,/d6/parking/p_000023,"Cedar Ln, Old Town Core",Old Town Core City Hall,Old Town Core Uptown,,,,
parking,parking_000023,p_000024,0,56.13448,10.208716,/d0/parking/p_000024,"Summit Way, North Harbor",North Harbor Science Center,North Harbor Arts Quarter,,,,
parking,parking_000024,p_000025,0,56.140025,10.191406,/d0/parking/p_000025,"Garden St, North Harbor",North Harbor Historic Market,North Harbor Civic Center,,,,
parking,parking_000025,p_000026,4,56.195807,10.241882,/d4/parking/p_000026,"Castle Rd, Midtown Center",Midtown Center City Hall,Midtown Center Financial Row,,,,
parking,parking_000026,p_000027,4,56.151557,10.197587,/d4/parking/p_000027,"Canal St, Midtown Center",Midtown Center Art Museum,Midtown Center Transit Hub,,,,
parking,parking_000027,p_000028,4,56.161851,10.221089,/d4/parking/p_000028,"Forest Ave, Midtown Center",Midtown Center Town Square,Midtown Center Waterfront,,,,
parking,parking_000028,p_000029,6,56.165973,10.162036,/d6/parking/p_000029,"Valley Path, Old Town Core",Old Town Core Waterfront Promenade,Old Town Core Arts Quarter,,,,
parking,parking_000029,p_000030,2,56.19586,10.156845,/d2/parking/p_000030,"Maple Blvd, Eastshore Quarter",Eastshore Quarter University Campus,Eastshore Quarter Industrial Zone,,,,
parking,parking_000030,p_000031,4,56.161707,10.217778,/d4/parking/p_000031,"Willow Way, Midtown Center",Midtown Center Historic Market,Midtown Center Waterfront,,,,
parking,parking_000031,p_000032,6,56.144559,10.155794,/d6/parking/p_000032,"Station Rd, Old Town Core",Old Town Core Cultural Center,Old Town Core Transit Hub,,,,
parking,parking_000032,p_000033,0,56.128891,10.19086,/d0/parking/p_000033,"Mill Rd, North Harbor",North Harbor Waterfront Promenade,North Harbor Residential Block,,,,
parking,parking_000033,p_000034,0,56.142379,10.186058,/d0/parking/p_000034,"Castle Rd, North Harbor",North Harbor Science Center,North Harbor Industrial Zone,,,,
parking,parking_000034,p_000035,6,56.149202,10.17376,/d6/parking/p_000035,"Church Ln, Old Town Core",Old Town Core Convention Center,Old Town Core Residential Block,,,,
parking,parking_000035,p_000036,4,56.146664,10.240005,/d4/parking/p_000036,"Castle Rd, Midtown Center",Midtown Center Central Plaza,Midtown Center Arts Quarter,,,,
parking,parking_000036,p_000037,2,56.177957,10.164288,/d2/parking/p_000037,"Cherry Ln, Eastshore Quarter",Eastshore Quarter Town Square,Eastshore Quarter Arts Quarter,,,,
parking,parking_000037,p_000038,4,56.172125,10.243604,/d4/parking/p_000038,"Cedar Ln, Midtown Center",Midtown Center Riverside Park,Midtown Center Financial Row,,,,
parking,parking_000038,p_000039,1,56.177815,10.225687,/d1/parking/p_000039,"School St, Westside Heights",Westside Heights Clock Tower,Westside Heights Transit Hub,,,,
parking,parking_000039,p_000040,4,56.198601,10.220128,/d4/parking/p_000040,"Ash Ct, Midtown Center",Midtown Center Botanical Garden,Midtown Center Arts Quarter,,,,
parking,parking_000040,p_000041,7,56.180555,10.205903,/d7/parking/p_000041,"School St, Greenfield Park",Greenfield Park Sports Arena,Greenfield Park Downtown,,,,
parking,parking_000041,p_000042,4,56.125518,10.153155,/d4/parking/p_000042,"Queen Ave, Midtown Center",Midtown Center Lighthouse,Midtown Center Residential Block,,,,
parking,parking_000042,p_000043,6,56.16345,10.173441,/d6/parking/p_000043,"Summit Way, Old Town Core",Old Town Core Waterfront Promenade,Old Town Core Transit Hub,,,,
parking,parking_000043,p_000044,7,56.196408,10.185185,/d7/parking/p_000044,"Gate St, Greenfield Park",Greenfield Park Historic Market,Greenfield Park Industrial Zone,,,,
parking,parking_000044,p_000045,4,56.159604,10.213174,/d4/parking/p_000045,"Gate St, Midtown Center",Midtown Center Sports Arena,Midtown Center Downtown,,,,
parking,parking_000045,p_000046,2,56.194557,10.17315,/d2/parking/p_000046,"Cherry Ln, Eastshore Quarter",Eastshore Quarter Town Square,Eastshore Quarter Industrial Zone,,,,
parking,parking_000046,p_000047,1,56.19205,10.24289,/d1/parking/p_000047,"Church Ln, Westside Heights",Westside Heights Sports Arena,Westside Heights Residential Block,,,,
parking,parking_000047,p_000048,6,56.144547,10.150511,/d6/parking/p_000048,"Ash Ct, Old Town Core",Old Town Core Botanical Garden,Old Town Core Residential Block,,,,
parking,parking_000048,p_000049,7,56.178786,10.205181,/d7/parking/p_000049,"King Blvd, Greenfield Park",Greenfield Park Town Square,Greenfield Park Uptown,,,,
parking,parking_000049,p_000050,0,56.131704,10.196497,/d0/parking/p_000050,"Garden St, North Harbor",North Harbor Botanical Garden,North Harbor Civic Center,,,,
parking,parking_000050,p_000051,6,56.169487,10.17614,/d6/parking/p_000051,"Church Ln, Old Town Core",Old Town Core Central Plaza,Old Town Core Uptown,,,,
parking,parking_000051,p_000052,2,56.17985,10.167625,/d2/parking/p_000052,"Station Rd, Eastshore Quarter",Eastshore Quarter Botanical Garden,Eastshore Quarter Uptown,,,,
parking,parking_000052,p_000053,6,56.159215,10.167202,/d6/parking/p_000053,"Lake Dr, Old Town Core",Old Town Core Cathedral,Old Town Core Industrial Zone,,,,
parking,parking_000053,p_000054,5,56.164259,10.186372,/d5/parking/p_000054,"Valley Path, Lakeside District",Lakeside District City Hall,Lakeside District Transit Hub,,,,
parking,parking_000054,p_000055,5,56.147363,10.219866,/d5/parking/p_000055,"Station Rd, Lakeside District",Lakeside District Lighthouse,Lakeside District Arts Quarter,,,,
parking,parking_000055,p_000056,7,56.192688,10.204933,/d7/parking/p_000056,"Forest Ave, Greenfield Park",Greenfield Park Main Station,Greenfield Park Commercial Strip,,,,
parking,parking_000056,p_000057,5,56.163429,10.211786,/d5/parking/p_000057,"River Rd, Lakeside District",Lakeside District Waterfront Promenade,Lakeside District Arts Quarter,,,,
parking,parking_000057,p_000058,1,56.179225,10.242408,/d1/parking/p_000058,"Lake Dr, Westside Heights",Westside Heights Main Station,Westside Heights Uptown,,,,
parking,parking_000058,p_000059,5,56.156699,10.207352,/d5/parking/p_000059,"Tower Ln, Lakeside District",Lakeside District Historic Market,Lakeside District Downtown,,,,
parking,parking_000059,p_000060,7,56.194578,10.206111,/d7/parking/p_000060,"Forest Ave, Greenfield Park",Greenfield Park Central Plaza,Greenfield Park Waterfront,,,,
parking,parking_000060,p_000061,2,56.189381,10.164841,/d2/parking/p_000061,"Elm St, Eastshore Quarter",Eastshore Quarter Central Plaza,Eastshore Quarter Residential Block,,,,
parking,parking_000061,p_000062,3,56.137012,10.226076,/d3/parking/p_000062,"Castle Rd, South Hills",South Hills Botanical Garden,South Hills Downtown,,,,
parking,parking_000062,p_000063,0,56.135478,10.210896,/d0/parking/p_000063,"Queen Ave, North Harbor",North Harbor Clock Tower,North Harbor Downtown,,,,
parking,parking_000063,p_000064,3,56.13559,10.247146,/d3/parking/p_000064,"Forest Ave, South Hills",South Hills Town Square,South Hills Industrial Zone,,,,
parking,parking_000064,p_000065,2,56.187845,10.158356,/d2/parking/p_000065,"Castle Rd, Eastshore Quarter",Eastshore Quarter Waterfront Promenade,Eastshore Quarter Industrial Zone,,,,
parking,parking_000065,p_000066,0,56.140623,10.185782,/d0/parking/p_000066,"Market Rd, North Harbor",North Harbor Convention Center,North Harbor Waterfront,,,,
parking,parking_000066,p_000067,5,56.163397,10.202803,/d5/parking/p_000067,"Elm St, Lakeside District",Lakeside District City Hall,Lakeside District Arts Quarter,,,,
parking,parking_000067,p_000068,0,56.122411,10.221536,/d0/parking/p_000068,"Valley Path, North Harbor",North Harbor Art Museum,North Harbor Commercial Strip,,,,
parking,parking_000068,p_000069,7,56.187557,10.218213,/d7/parking/p_000069,"Lake Dr, Greenfield Park",Greenfield Park Shopping Mall,Greenfield Park Transit Hub,,,,
parking,parking_000069,p_000070,6,56.144241,10.150721,/d6/parking/p_000070,"Queen Ave, Old Town Core",Old Town Core Cathedral,Old Town Core Transit Hub,,,,
parking,parking_000070,p_000071,5,56.167024,10.18597,/d5/parking/p_000071,"Ash Ct, Lakeside District",Lakeside District Science Center,Lakeside District Commercial Strip,,,,
parking,parking_000071,p_000072,1,56.142789,10.248296,/d1/parking/p_000072,"Harbor Blvd, Westside Heights",Westside Heights Town Square,Westside Heights Civic Center,,,,
parking,parking_000072,p_000073,1,56.195892,10.247326,/d1/parking/p_000073,"Maple Blvd, Westside Heights",Westside Heights Science Center,Westside Heights Arts Quarter,,,,
parking,parking_000073,p_000074,6,56.144415,10.175678,/d6/parking/p_000074,"Summit Way, Old Town Core",Old Town Core City Hall,Old Town Core Uptown,,,,
parking,parking_000074,p_000075,5,56.176143,10.203582,/d5/parking/p_000075,"River Rd, Lakeside District",Lakeside District Harbor Bridge,Lakeside District Financial Row,,,,
parking,parking_000075,p_000076,5,56.172312,10.185745,/d5/parking/p_000076,"Ash Ct, Lakeside District",Lakeside District Town Square,Lakeside District Downtown,,,,
parking,parking_000076,p_000077,2,56.198584,10.1766,/d2/parking/p_000077,"Harbor Blvd, Eastshore Quarter",Eastshore Quarter City Library,Eastshore Quarter Financial Row,,,,
parking,parking_000077,p_000078,3,56.133837,10.237283,/d3/parking/p_000078,"Ash Ct, South Hills",South Hills Science Center,South Hills Residential Block,,,,
parking,parking_000078,p_000079,7,56.177794,10.203148,/d7/parking/p_000079,"Spruce St, Greenfield Park",Greenfield Park Central Plaza,Greenfield Park Arts Quarter,,,,
parking,parking_000079,p_000080,5,56.158409,10.201971,/d5/parking/p_000080,"Summit Way, Lakeside District",Lakeside District Sports Arena,Lakeside District Transit Hub,,,,
parking,parking_000080,p_000081,5,56.1443,10.213969,/d5/parking/p_000081,"Harbor Blvd, Lakeside District",Lakeside District Harbor Bridge,Lakeside District Civic Center,,,,
parking,parking_000081,p_000082,1,56.162346,10.230894,/d1/parking/p_000082,"Birch Dr, Westside Heights",Westside Heights Town Square,Westside Heights Civic Center,,,,
parking,parking_000082,p_000083,2,56.185823,10.160658,/d2/parking/p_000083,"Cedar Ln, Eastshore Quarter",Eastshore Quarter Harbor Bridge,Eastshore Quarter Commercial Strip,,,,
parking,parking_000083,p_000084,5,56.144223,10.184675,/d5/parking/p_000084,"Spruce St, Lakeside District",Lakeside District Waterfront Promenade,Lakeside District Uptown,,,,
parking,parking_000084,p_000085,0,56.134293,10.217289,/d0/parking/p_000085,"Canal St, North Harbor",North Harbor City Library,North Harbor Transit Hub,,,,
parking,parking_000085,p_000086,1,56.187834,10.240153,/d1/parking/p_000086,"Park Rd, Westside Heights",Westside Heights Waterfront Promenade,Westside Heights Uptown,,,,
parking,parking_000086,p_000087,6,56.175653,10.175063,/d6/parking/p_000087,"Garden St, Old Town Core",Old Town Core Shopping Mall,Old Town Core Arts Quarter,,,,
parking,parking_000087,p_000088,2,56.196346,10.152971,/d2/parking/p_000088,"King Blvd, Eastshore Quarter",Eastshore Quarter Waterfront Promenade,Eastshore Quarter Financial Row,,,,
parking,parking_000088,p_000089,1,56.153248,10.230335,/d1/parking/p_000089,"Willow Way, Westside Heights",Westside Heights Sports Arena,Westside Heights Financial Row,,,,
parking,parking_000089,p_000090,5,56.145914,10.186722,/d5/parking/p_000090,"Willow Way, Lakeside District",Lakeside District Waterfront Promenade,Lakeside District Civic Center,,,,
parking,parking_000090,p_000091,6,56.167234,10.166742,/d6/parking/p_000091,"Cherry Ln, Old Town Core",Old Town Core Clock Tower,Old Town Core Uptown,,,,
parking,parking_000091,p_000092,4,56.134671,10.173252,/d4/parking/p_000092,"Bridge Ln, Midtown Center",Midtown Center Shopping Mall,Midtown Center Uptown,,,,
parking,parking_000092,p_000093,5,56.173527,10.184508,/d5/parking/p_000093,"River Rd, Lakeside District",Lakeside District Harbor Bridge,Lakeside District Arts Quarter,,,,
parking,parking_000093,p_000094,4,56.130444,10.16465,/d4/parking/p_000094,"Spruce St, Midtown Center",Midtown Center City Hall,Midtown Center Commercial Strip,,,,
parking,parking_000094,p_000095,0,56.122615,10.181099,/d0/parking/p_000095,"Birch Dr, North Harbor",North Harbor Town Square,North Harbor Uptown,,,,
parking,parking_000095,p_000096,0,56.126601,10.178559,/d0/parking/p_000096,"Station Rd, North Harbor",North Harbor Main Station,North Harbor Commercial Strip,,,,
parking,parking_000096,p_000097,1,56.14276,10.229226,/d1/parking/p_000097,"Elm St, Westside Heights",Westside Heights Main Station,Westside Heights Industrial Zone,,,,
parking,parking_000097,p_000098,5,56.16364,10.199619,/d5/parking/p_000098,"Market Rd, Lakeside District",Lakeside District Town Square,Lakeside District Downtown,,,,
parking,parking_000098,p_000099,7,56.199667,10.216071,/d7/parking/p_000099,"River Rd, Greenfield Park",Greenfield Park Sports Arena,Greenfield Park Transit Hub,,,,
parking,parking_000099,p_000100,7,56.189533,10.182634,/d7/parking/p_000100,"Church Ln, Greenfield Park",Greenfield Park Art Museum,Greenfield Park Arts Quarter,,,,
parking,parking_000100,p_000101,1,56.175366,10.228451,/d1/parking/p_000101,"Elm St, Westside Heights",Westside Heights Historic Market,Westside Heights Waterfront,,,,
parking,parking_000101,p_000102,0,56.124399,10.193762,/d0/parking/p_000102,"Valley Path, North Harbor",North Harbor Central Plaza,North Harbor Uptown,,,,
parking,parking_000102,p_000103,5,56.159354,10.204938,/d5/parking/p_000103,"Ash Ct, Lakeside District",Lakeside District Clock Tower,Lakeside District Commercial Strip,,,,
parking,parking_000103,p_000104,4,56.130485,10.155321,/d4/parking/p_000104,"King Blvd, Midtown Center",Midtown Center Sports Arena,Midtown Center Uptown,,,,
parking,parking_000104,p_000105,0,56.132955,10.19001,/d0/parking/p_000105,"Cherry Ln, North Harbor",North Harbor City Hall,North Harbor Transit Hub,,,,
parking,parking_000105,p_000106,5,56.151442,10.207853,/d5/parking/p_000106,"Bridge Ln, Lakeside District",Lakeside District Riverside Park,Lakeside District Industrial Zone,,,,
parking,parking_000106,p_000107,2,56.179536,10.160673,/d2/parking/p_000107,"River Rd, Eastshore Quarter",Eastshore Quarter Convention Center,Eastshore Quarter Financial Row,,,,
parking,parking_000107,p_000108,2,56.197525,10.161169,/d2/parking/p_000108,"Elm St, Eastshore Quarter",Eastshore Quarter Harbor Bridge,Eastshore Quarter Uptown,,,,
parking,parking_000108,p_000109,2,56.177902,10.172003,/d2/parking/p_000109,"Mill Rd, Eastshore Quarter",Eastshore Quarter Clock Tower,Eastshore Quarter Waterfront,,,,
parking,parking_000109,p_000110,7,56.177868,10.183019,/d7/parking/p_000110,"Castle Rd, Greenfield Park",Greenfield Park Waterfront Promenade,Greenfield Park Downtown,,,,
parking,parking_000110,p_000111,1,56.195966,10.24199,/d1/parking/p_000111,"River Rd, Westside Heights",Westside Heights Shopping Mall,Westside Heights Financial Row,,,,
parking,parking_000111,p_000112,7,56.190279,10.226189,/d7/parking/p_000112,"Birch Dr, Greenfield Park",Greenfield Park Convention Center,Greenfield Park Commercial Strip,,,,
parking,parking_000112,p_000113,0,56.137978,10.203069,/d0/parking/p_000113,"Bridge Ln, North Harbor",North Harbor Waterfront Promenade,North Harbor Uptown,,,,
parking,parking_000113,p_000114,6,56.148669,10.155401,/d6/parking/p_000114,"Spruce St, Old Town Core",Old Town Core University Campus,Old Town Core Waterfront,,,,
parking,parking_000114,p_000115,1,56.168542,10.22267,/d1/parking/p_000115,"Church Ln, Westside Heights",Westside Heights Town Square,Westside Heights Financial Row,,,,
parking,parking_000115,p_000116,7,56.181878,10.190494,/d7/parking/p_000116,"Oak Ave, Greenfield Park",Greenfield Park Sports Arena,Greenfield Park Commercial Strip,,,,
parking,parking_000116,p_000117,2,56.183188,10.162019,/d2/parking/p_000117,"Elm St, Eastshore Quarter",Eastshore Quarter Shopping Mall,Eastshore Quarter Residential Block,,,,
parking,parking_000117,p_000118,7,56.199913,10.180089,/d7/parking/p_000118,"Forest Ave, Greenfield Park",Greenfield Park Waterfront Promenade,Greenfield Park Uptown,,,,
parking,parking_000118,p_000119,1,56.170834,10.224079,/d1/parking/p_000119,"Bridge Ln, Westside Heights",Westside Heights Town Square,Westside Heights Arts Quarter,,,,
parking,parking_000119,p_000120,1,56.169156,10.223588,/d1/parking/p_000120,"Cedar Ln, Westside Heights",Westside Heights Shopping Mall,Westside Heights Residential Block,,,,
parking,parking_000120,p_000121,7,56.186938,10.207994,/d7/parking/p_000121,"Elm St, Greenfield Park",Greenfield Park Clock Tower,Greenfield Park Waterfront,,,,
parking,parking_000121,p_000122,3,56.125874,10.249258,/d3/parking/p_000122,"Lake Dr, South Hills",South Hills Lighthouse,South Hills Arts Quarter,,,,
parking,parking_000122,p_000123,1,56.187731,10.240653,/d1/parking/p_000123,"Canal St, Westside Heights",Westside Heights Waterfront Promenade,Westside Heights Industrial Zone,,,,
