qid	object_id	relevance
q0324	p_000425	1
q0324	p_000453	1
q0324	p_000517	1
q0324	p_000521	1
q0324	p_000577	1
q0324	p_000593	1
q0325	p_000001	1
q0325	p_000013	1
q0325	p_000205	1
q0325	p_000309	1
q0325	p_000333	1
q0325	p_000345	1
q0325	p_000369	1
q0325	p_000373	1
q0325	p_000389	1
q0325	p_000425	1
q0325	p_000453	1
q0325	p_000517	1
q0325	p_000521	1
q0325	p_000577	1
q0325	p_000593	1
q0326	pol_000081	1
q0326	pol_000129	1
q0326	pol_000171	1
q0326	pol_000183	1
q0326	pol_000201	1
q0326	pol_000237	1
q0326	pol_000330	1
q0326	pol_000357	1
q0326	pol_000366	1
q0326	pol_000375	1
q0326	pol_000417	1
q0326	pol_000459	1
q0326	pol_000495	1
q0326	pol_000573	1
q0326	pol_000582	1
q0326	pol_000588	1
q0327	pol_000081	1
q0327	pol_000129	1
q0327	pol_000171	1
q0327	pol_000183	1
q0327	pol_000201	1
q0327	pol_000237	1
q0327	pol_000330	1
q0327	pol_000357	1
q0327	pol_000366	1
q0327	pol_000375	1
q0327	pol_000417	1
q0327	pol_000459	1
q0327	pol_000495	1
q0327	pol_000573	1
q0327	pol_000582	1
q0327	pol_000588	1
q0328	pol_000081	1
q0328	pol_000129	1
q0328	pol_000171	1
q0328	pol_000183	1
q0328	pol_000201	1
q0328	pol_000237	1
q0328	pol_000330	1
q0328	pol_000357	1
q0328	pol_000366	1
q0328	pol_000375	1
q0328	pol_000417	1
q0328	pol_000459	1
q0328	pol_000495	1
q0328	pol_000573	1
q0328	pol_000582	1
q0328	pol_000588	1
q0329	sl_000191	1
q0329	sl_000215	1
q0329	sl_000255	1
q0329	sl_000279	1
q0329	sl_000287	1
q0329	sl_000311	1
q0329	sl_000375	1
q0329	sl_000391	1
q0329	sl_000415	1
q0329	sl_000423	1
q0329	sl_000495	1
q0329	sl_000551	1
q0330	sl_000191	1
q0330	sl_000215	1
q0330	sl_000255	1
q0330	sl_000279	1
q0330	sl_000287	1
q0330	sl_000311	1
q0330	sl_000375	1
q0330	sl_000391	1
q0330	sl_000415	1
q0330	sl_000423	1
q0330	sl_000495	1
q0330	sl_000551	1
q0331	sl_000191	1
q0331	sl_000215	1
q0331	sl_000255	1
q0331	sl_000279	1
q0331	sl_000287	1
q0331	sl_000311	1
q0331	sl_000375	1
q0331	sl_000391	1
q0331	sl_000415	1
q0331	sl_000423	1
q0331	sl_000495	1
q0331	sl_000551	1
q0332	traf_000078	1
q0332	traf_000108	1
q0332	traf_000153	1
q0332	traf_000183	1
q0332	traf_000198	1
q0332	traf_000258	1
q0332	traf_000288	1
q0332	traf_000373	1
q0332	traf_000378	1
q0332	traf_000428	1
q0332	traf_000433	1
q0332	traf_000453	1
q0332	traf_000458	1
q0332	traf_000493	1
q0333	traf_000078	1
q0333	traf_000108	1
q0333	traf_000153	1
q0333	traf_000183	1
q0333	traf_000198	1
q0333	traf_000258	1
q0333	traf_000288	1
q0333	traf_000373	1
q0333	traf_000378	1
q0333	traf_000428	1
q0333	traf_000433	1
q0333	traf_000453	1
q0333	traf_000458	1
q0333	traf_000493	1
q0334	traf_000078	1
q0334	traf_000108	1
q0334	traf_000153	1
q0334	traf_000183	1
q0334	traf_000198	1
q0334	traf_000258	1
q0334	traf_000288	1
q0334	traf_000373	1
q0334	traf_000378	1
q0334	traf_000428	1
q0334	traf_000433	1
q0334	traf_000453	1
q0334	traf_000458	1
q0334	traf_000493	1
q0335	pol_000243	1
q0335	pol_000353	1
q0335	pol_000448	1
q0335	pol_000453	1
q0336	pol_000213	1
q0336	pol_000393	1
q0337	pol_000443	1
q0338	sl_000005	1
q0338	sl_000009	1
q0338	sl_000013	1
q0338	sl_000021	1
q0338	sl_000089	1
q0338	sl_000249	1
q0338	sl_000317	1
q0338	sl_000341	1
q0338	sl_000345	1
q0338	sl_000369	1
q0338	sl_000409	1
q0338	sl_000509	1
q0338	sl_000593	1
q0339	sl_000005	1
q0339	sl_000009	1
q0339	sl_000013	1
q0339	sl_000021	1
q0339	sl_000089	1
q0339	sl_000249	1
q0339	sl_000317	1
q0339	sl_000341	1
q0339	sl_000345	1
q0339	sl_000369	1
q0339	sl_000409	1
q0339	sl_000509	1
q0339	sl_000593	1
q0340	sl_000005	1
q0340	sl_000009	1
q0340	sl_000013	1
q0340	sl_000021	1
q0340	sl_000089	1
q0340	sl_000249	1
q0340	sl_000317	1
q0340	sl_000341	1
q0340	sl_000345	1
q0340	sl_000369	1
q0340	sl_000409	1
q0340	sl_000509	1
q0340	sl_000593	1
q0341	pol_000172	1
q0341	pol_000178	1
q0341	pol_000226	1
q0341	pol_000304	1
q0341	pol_000406	1
q0341	pol_000496	1
q0341	pol_000502	1
q0341	pol_000538	1
q0341	pol_000550	1
q0341	pol_000574	1
q0342	pol_000172	1
q0342	pol_000178	1
q0342	pol_000226	1
q0342	pol_000304	1
q0342	pol_000406	1
q0342	pol_000496	1
q0342	pol_000502	1
q0342	pol_000538	1
q0342	pol_000550	1
q0342	pol_000574	1
q0343	pol_000172	1
q0343	pol_000178	1
q0343	pol_000226	1
q0343	pol_000304	1
q0343	pol_000406	1
q0343	pol_000496	1
q0343	pol_000502	1
q0343	pol_000538	1
q0343	pol_000550	1
q0343	pol_000574	1
q0344	p_000216	1
q0345	p_000428	1
q0345	p_000436	1
q0345	p_000496	1
q0346	p_000032	1
q0346	p_000416	1
q0346	p_000540	1
q0347	pol_000077	1
q0347	pol_000101	1
q0347	pol_000113	1
q0347	pol_000185	1
q0347	pol_000197	1
q0347	pol_000227	1
q0347	pol_000245	1
q0347	pol_000257	1
q0347	pol_000263	1
q0347	pol_000311	1
q0347	pol_000317	1
q0347	pol_000341	1
q0347	pol_000353	1
q0347	pol_000359	1
q0347	pol_000413	1
q0347	pol_000443	1
q0347	pol_000485	1
q0347	pol_000497	1
q0347	pol_000581	1
q0347	pol_000599	1
q0348	pol_000077	1
q0348	pol_000101	1
q0348	pol_000113	1
q0348	pol_000185	1
q0348	pol_000197	1
q0348	pol_000227	1
q0348	pol_000245	1
q0348	pol_000257	1
q0348	pol_000263	1
q0348	pol_000311	1
q0348	pol_000317	1
q0348	pol_000341	1
q0348	pol_000353	1
q0348	pol_000359	1
q0348	pol_000413	1
q0348	pol_000443	1
q0348	pol_000485	1
q0348	pol_000497	1
q0348	pol_000581	1
q0348	pol_000599	1
q0349	pol_000077	1
q0349	pol_000101	1
q0349	pol_000113	1
q0349	pol_000185	1
q0349	pol_000197	1
q0349	pol_000227	1
q0349	pol_000245	1
q0349	pol_000257	1
q0349	pol_000263	1
q0349	pol_000311	1
q0349	pol_000317	1
q0349	pol_000341	1
q0349	pol_000353	1
q0349	pol_000359	1
q0349	pol_000413	1
q0349	pol_000443	1
q0349	pol_000485	1
q0349	pol_000497	1
q0349	pol_000581	1
q0349	pol_000599	1
q0350	traf_000019	1
q0351	traf_000214	1
q0352	traf_000085	1
q0352	traf_000364	1
q0352	traf_000556	1
q0353	traf_000007	1
q0353	traf_000133	1
q0353	traf_000139	1
q0353	traf_000163	1
q0353	traf_000181	1
q0353	traf_000583	1
q0354	traf_000007	1
q0354	traf_000133	1
q0354	traf_000139	1
q0354	traf_000163	1
q0354	traf_000181	1
q0354	traf_000583	1
q0355	traf_000007	1
q0355	traf_000133	1
q0355	traf_000139	1
q0355	traf_000163	1
q0355	traf_000181	1
q0355	traf_000583	1
q0356	p_000110	1
q0356	p_000118	1
q0356	p_000234	1
q0356	p_000250	1
q0356	p_000558	1
q0357	p_000490	1
q0358	p_000146	1
q0358	p_000158	1
q0358	p_000206	1
q0358	p_000478	1
q0359	traf_000006	1
q0359	traf_000018	1
q0359	traf_000021	1
q0359	traf_000033	1
q0359	traf_000036	1
q0359	traf_000060	1
q0359	traf_000069	1
q0359	traf_000072	1
q0359	traf_000114	1
q0359	traf_000141	1
q0359	traf_000315	1
q0359	traf_000336	1
q0359	traf_000408	1
q0359	traf_000486	1
q0359	traf_000495	1
q0359	traf_000534	1
q0359	traf_000546	1
q0359	traf_000555	1
q0359	traf_000558	1
q0360	traf_000006	1
q0360	traf_000018	1
q0360	traf_000021	1
q0360	traf_000033	1
q0360	traf_000036	1
q0360	traf_000060	1
q0360	traf_000069	1
q0360	traf_000072	1
q0360	traf_000114	1
q0360	traf_000141	1
q0360	traf_000315	1
q0360	traf_000336	1
q0360	traf_000408	1
q0360	traf_000486	1
q0360	traf_000495	1
q0360	traf_000534	1
q0360	traf_000546	1
q0360	traf_000555	1
q0360	traf_000558	1
q0361	traf_000006	1
q0361	traf_000018	1
q0361	traf_000021	1
q0361	traf_000033	1
q0361	traf_000036	1
q0361	traf_000060	1
q0361	traf_000069	1
q0361	traf_000072	1
q0361	traf_000114	1
q0361	traf_000141	1
q0361	traf_000315	1
q0361	traf_000336	1
q0361	traf_000408	1
q0361	traf_000486	1
q0361	traf_000495	1
q0361	traf_000534	1
q0361	traf_000546	1
q0361	traf_000555	1
q0361	traf_000558	1
q0362	traf_000127	1
q0362	traf_000422	1
q0362	traf_000442	1
q0362	traf_000472	1
q0363	traf_000162	1
q0363	traf_000217	1
q0363	traf_000287	1
q0364	traf_000162	1
q0364	traf_000217	1
q0364	traf_000287	1
q0365	pol_000101	1
q0365	pol_000185	1
q0365	pol_000337	1
q0366	pol_000073	1
q0366	pol_000505	1
q0367	pol_000257	1
q0367	pol_000297	1
q0368	traf_000457	1
q0369	traf_000302	1
q0369	traf_000307	1
q0369	traf_000517	1
q0370	traf_000457	1
q0371	pol_000082	1
q0371	pol_000106	1
q0371	pol_000130	1
q0371	pol_000136	1
q0371	pol_000196	1
q0371	pol_000298	1
q0371	pol_000322	1
q0371	pol_000394	1
q0371	pol_000442	1
q0371	pol_000448	1
q0371	pol_000526	1
q0371	pol_000532	1
q0371	pol_000580	1
q0371	pol_000586	1
q0372	pol_000082	1
q0372	pol_000106	1
q0372	pol_000130	1
q0372	pol_000136	1
q0372	pol_000196	1
q0372	pol_000298	1
q0372	pol_000322	1
q0372	pol_000394	1
q0372	pol_000442	1
q0372	pol_000448	1
q0372	pol_000526	1
q0372	pol_000532	1
q0372	pol_000580	1
q0372	pol_000586	1
q0373	pol_000082	1
q0373	pol_000106	1
q0373	pol_000130	1
q0373	pol_000136	1
q0373	pol_000196	1
q0373	pol_000298	1
q0373	pol_000322	1
q0373	pol_000394	1
q0373	pol_000442	1
q0373	pol_000448	1
q0373	pol_000526	1
q0373	pol_000532	1
q0373	pol_000580	1
q0373	pol_000586	1
q0374	traf_000097	1
q0374	traf_000177	1
q0374	traf_000193	1
q0374	traf_000231	1
q0374	traf_000243	1
q0374	traf_000260	1
q0374	traf_000379	1
q0374	traf_000505	1
q0375	sl_000062	1
q0375	sl_000065	1
q0375	sl_000071	1
q0375	sl_000088	1
q0375	sl_000100	1
q0375	sl_000101	1
q0375	sl_000103	1
q0375	sl_000108	1
q0375	sl_000109	1
q0375	sl_000114	1
q0375	sl_000119	1
q0375	sl_000127	1
q0375	sl_000128	1
q0375	sl_000132	1
q0375	sl_000147	1
q0375	sl_000151	1
q0375	sl_000163	1
q0375	sl_000167	1
q0375	sl_000169	1
q0375	sl_000176	1
q0375	sl_000184	1
q0375	sl_000192	1
q0375	sl_000193	1
q0375	sl_000198	1
q0375	sl_000201	1
q0375	sl_000204	1
q0375	sl_000206	1
q0375	sl_000209	1
q0375	sl_000212	1
q0375	sl_000213	1
q0375	sl_000223	1
q0375	sl_000230	1
q0375	sl_000231	1
q0375	sl_000234	1
q0375	sl_000240	1
q0375	sl_000241	1
q0375	sl_000243	1
q0375	sl_000247	1
q0375	sl_000248	1
q0375	sl_000256	1
q0375	sl_000257	1
q0375	sl_000263	1
q0375	sl_000266	1
q0375	sl_000267	1
q0375	sl_000269	1
q0375	sl_000274	1
q0375	sl_000293	1
q0375	sl_000297	1
q0375	sl_000308	1
q0375	sl_000321	1
q0375	sl_000333	1
q0375	sl_000334	1
q0375	sl_000336	1
q0375	sl_000342	1
q0375	sl_000346	1
q0375	sl_000348	1
q0375	sl_000350	1
q0375	sl_000353	1
q0375	sl_000354	1
q0375	sl_000358	1
q0375	sl_000363	1
q0375	sl_000367	1
q0375	sl_000370	1
q0375	sl_000379	1
q0375	sl_000404	1
q0375	sl_000429	1
q0375	sl_000433	1
q0375	sl_000438	1
q0375	sl_000440	1
q0375	sl_000457	1
q0375	sl_000461	1
q0375	sl_000464	1
q0375	sl_000479	1
q0375	sl_000484	1
q0375	sl_000489	1
q0375	sl_000491	1
q0375	sl_000492	1
q0375	sl_000498	1
q0375	sl_000501	1
q0375	sl_000519	1
q0375	sl_000521	1
q0375	sl_000526	1
q0375	sl_000530	1
q0375	sl_000535	1
q0375	sl_000542	1
q0375	sl_000543	1
q0375	sl_000544	1
q0375	sl_000545	1
q0375	sl_000546	1
q0375	sl_000548	1
q0375	sl_000549	1
q0375	sl_000554	1
q0375	sl_000560	1
q0375	sl_000567	1
q0375	sl_000577	1
q0375	sl_000583	1
q0375	sl_000595	1
q0375	sl_000600	1
q0375	pol_000003	1
q0375	pol_000004	1
q0375	pol_000010	1
q0375	pol_000013	1
q0375	pol_000014	1
q0375	pol_000018	1
q0375	pol_000022	1
q0375	pol_000050	1
q0375	pol_000064	1
q0375	pol_000068	1
q0375	pol_000069	1
q0375	pol_000072	1
q0375	pol_000076	1
q0375	pol_000078	1
q0375	pol_000087	1
q0375	pol_000089	1
q0375	pol_000090	1
q0375	pol_000095	1
q0375	pol_000109	1
q0375	pol_000119	1
q0375	pol_000122	1
q0375	pol_000124	1
q0375	pol_000131	1
q0375	pol_000141	1
q0375	pol_000142	1
q0375	pol_000151	1
q0375	pol_000155	1
q0375	pol_000165	1
q0375	pol_000166	1
q0375	pol_000173	1
q0375	pol_000176	1
q0375	pol_000179	1
q0375	pol_000184	1
q0375	pol_000186	1
q0375	pol_000190	1
q0375	pol_000191	1
q0375	pol_000195	1
q0375	pol_000208	1
q0375	pol_000212	1
q0375	pol_000215	1
q0375	pol_000219	1
q0375	pol_000220	1
q0375	pol_000223	1
q0375	pol_000228	1
q0375	pol_000236	1
q0375	pol_000241	1
q0375	pol_000250	1
q0375	pol_000262	1
q0375	pol_000268	1
q0375	pol_000279	1
q0375	pol_000281	1
q0375	pol_000300	1
q0375	pol_000303	1
q0375	pol_000305	1
q0375	pol_000312	1
q0375	pol_000319	1
q0375	pol_000321	1
q0375	pol_000327	1
q0375	pol_000329	1
q0375	pol_000335	1
q0375	pol_000343	1
q0375	pol_000344	1
q0375	pol_000350	1
q0375	pol_000354	1
q0375	pol_000363	1
q0375	pol_000373	1
q0375	pol_000376	1
q0375	pol_000380	1
q0375	pol_000410	1
q0375	pol_000420	1
q0375	pol_000428	1
q0375	pol_000430	1
q0375	pol_000437	1
q0375	pol_000450	1
q0375	pol_000454	1
q0375	pol_000462	1
q0375	pol_000465	1
q0375	pol_000474	1
q0375	pol_000477	1
q0375	pol_000478	1
q0375	pol_000482	1
q0375	pol_000489	1
q0375	pol_000490	1
q0375	pol_000511	1
q0375	pol_000520	1
q0375	pol_000523	1
q0375	pol_000524	1
q0375	pol_000533	1
q0375	pol_000539	1
q0375	pol_000543	1
q0375	pol_000556	1
q0375	pol_000563	1
q0375	pol_000565	1
q0375	pol_000570	1
q0375	pol_000572	1
q0375	pol_000584	1
q0375	pol_000585	1
q0375	pol_000587	1
q0375	pol_000593	1
q0376	sl_000090	1
q0376	sl_000096	1
q0376	sl_000106	1
q0376	sl_000117	1
q0376	sl_000138	1
q0376	sl_000140	1
q0376	sl_000142	1
q0376	sl_000158	1
q0376	sl_000165	1
q0376	sl_000173	1
q0376	sl_000174	1
q0376	sl_000189	1
q0376	sl_000190	1
q0376	sl_000191	1
q0376	sl_000197	1
q0376	sl_000200	1
q0376	sl_000208	1
q0376	sl_000214	1
q0376	sl_000215	1
q0376	sl_000221	1
q0376	sl_000232	1
q0376	sl_000237	1
q0376	sl_000251	1
q0376	sl_000252	1
q0376	sl_000255	1
q0376	sl_000259	1
q0376	sl_000260	1
q0376	sl_000262	1
q0376	sl_000264	1
q0376	sl_000270	1
q0376	sl_000275	1
q0376	sl_000279	1
q0376	sl_000280	1
q0376	sl_000287	1
q0376	sl_000291	1
q0376	sl_000294	1
q0376	sl_000300	1
q0376	sl_000304	1
q0376	sl_000305	1
q0376	sl_000311	1
q0376	sl_000318	1
q0376	sl_000323	1
q0376	sl_000328	1
q0376	sl_000329	1
q0376	sl_000365	1
q0376	sl_000368	1
q0376	sl_000374	1
q0376	sl_000375	1
q0376	sl_000376	1
q0376	sl_000380	1
q0376	sl_000381	1
q0376	sl_000388	1
q0376	sl_000390	1
q0376	sl_000391	1
q0376	sl_000393	1
q0376	sl_000394	1
q0376	sl_000395	1
q0376	sl_000396	1
q0376	sl_000397	1
q0376	sl_000398	1
q0376	sl_000406	1
q0376	sl_000411	1
q0376	sl_000412	1
q0376	sl_000415	1
q0376	sl_000416	1
q0376	sl_000423	1
q0376	sl_000424	1
q0376	sl_000427	1
q0376	sl_000430	1
q0376	sl_000432	1
q0376	sl_000446	1
q0376	sl_000448	1
q0376	sl_000449	1
q0376	sl_000451	1
q0376	sl_000453	1
q0376	sl_000456	1
q0376	sl_000462	1
q0376	sl_000466	1
q0376	sl_000469	1
q0376	sl_000481	1
q0376	sl_000490	1
q0376	sl_000495	1
q0376	sl_000497	1
q0376	sl_000502	1
q0376	sl_000510	1
q0376	sl_000514	1
q0376	sl_000522	1
q0376	sl_000523	1
q0376	sl_000525	1
q0376	sl_000533	1
q0376	sl_000538	1
q0376	sl_000547	1
q0376	sl_000551	1
q0376	sl_000572	1
q0376	sl_000576	1
q0376	sl_000582	1
q0376	sl_000592	1
q0376	pol_000073	1
q0376	pol_000077	1
q0376	pol_000080	1
q0376	pol_000082	1
q0376	pol_000085	1
q0376	pol_000098	1
q0376	pol_000101	1
q0376	pol_000104	1
q0376	pol_000106	1
q0376	pol_000110	1
q0376	pol_000113	1
q0376	pol_000116	1
q0376	pol_000128	1
q0376	pol_000130	1
q0376	pol_000135	1
q0376	pol_000136	1
q0376	pol_000138	1
q0376	pol_000150	1
q0376	pol_000163	1
q0376	pol_000168	1
q0376	pol_000180	1
q0376	pol_000185	1
q0376	pol_000193	1
q0376	pol_000194	1
q0376	pol_000196	1
q0376	pol_000197	1
q0376	pol_000200	1
q0376	pol_000204	1
q0376	pol_000211	1
q0376	pol_000213	1
q0376	pol_000225	1
q0376	pol_000227	1
q0376	pol_000230	1
q0376	pol_000231	1
q0376	pol_000234	1
q0376	pol_000240	1
q0376	pol_000243	1
q0376	pol_000245	1
q0376	pol_000246	1
q0376	pol_000249	1
q0376	pol_000257	1
q0376	pol_000263	1
q0376	pol_000264	1
q0376	pol_000272	1
q0376	pol_000278	1
q0376	pol_000291	1
q0376	pol_000295	1
q0376	pol_000297	1
q0376	pol_000298	1
q0376	pol_000302	1
q0376	pol_000306	1
q0376	pol_000307	1
q0376	pol_000311	1
q0376	pol_000315	1
q0376	pol_000317	1
q0376	pol_000322	1
q0376	pol_000336	1
q0376	pol_000337	1
q0376	pol_000339	1
q0376	pol_000341	1
q0376	pol_000353	1
q0376	pol_000356	1
q0376	pol_000359	1
q0376	pol_000362	1
q0376	pol_000374	1
q0376	pol_000384	1
q0376	pol_000386	1
q0376	pol_000393	1
q0376	pol_000394	1
q0376	pol_000413	1
q0376	pol_000427	1
q0376	pol_000438	1
q0376	pol_000441	1
q0376	pol_000442	1
q0376	pol_000443	1
q0376	pol_000448	1
q0376	pol_000453	1
q0376	pol_000485	1
q0376	pol_000492	1
q0376	pol_000497	1
q0376	pol_000500	1
q0376	pol_000505	1
q0376	pol_000510	1
q0376	pol_000512	1
q0376	pol_000518	1
q0376	pol_000526	1
q0376	pol_000531	1
q0376	pol_000532	1
q0376	pol_000537	1
q0376	pol_000541	1
q0376	pol_000542	1
q0376	pol_000558	1
q0376	pol_000559	1
q0376	pol_000566	1
q0376	pol_000576	1
q0376	pol_000580	1
q0376	pol_000581	1
q0376	pol_000586	1
q0376	pol_000596	1
q0376	pol_000599	1
q0377	sl_000003	1
q0377	sl_000005	1
q0377	sl_000007	1
q0377	sl_000009	1
q0377	sl_000013	1
q0377	sl_000020	1
q0377	sl_000021	1
q0377	sl_000028	1
q0377	sl_000031	1
q0377	sl_000034	1
q0377	sl_000038	1
q0377	sl_000039	1
q0377	sl_000055	1
q0377	sl_000064	1
q0377	sl_000078	1
q0377	sl_000089	1
q0377	sl_000111	1
q0377	sl_000131	1
q0377	sl_000159	1
q0377	sl_000171	1
q0377	sl_000172	1
q0377	sl_000186	1
q0377	sl_000202	1
q0377	sl_000210	1
q0377	sl_000239	1
q0377	sl_000249	1
q0377	sl_000268	1
q0377	sl_000314	1
q0377	sl_000315	1
q0377	sl_000317	1
q0377	sl_000326	1
q0377	sl_000341	1
q0377	sl_000345	1
q0377	sl_000356	1
q0377	sl_000369	1
q0377	sl_000408	1
q0377	sl_000409	1
q0377	sl_000431	1
q0377	sl_000483	1
q0377	sl_000506	1
q0377	sl_000509	1
q0377	sl_000511	1
q0377	sl_000512	1
q0377	sl_000528	1
q0377	sl_000539	1
q0377	sl_000571	1
q0377	sl_000578	1
q0377	sl_000590	1
q0377	sl_000593	1
q0377	sl_000596	1
q0377	pol_000005	1
q0377	pol_000008	1
q0377	pol_000024	1
q0377	pol_000028	1
q0377	pol_000030	1
q0377	pol_000042	1
q0377	pol_000045	1
q0377	pol_000053	1
q0377	pol_000075	1
q0377	pol_000092	1
q0377	pol_000100	1
q0377	pol_000105	1
q0377	pol_000117	1
q0377	pol_000118	1
q0377	pol_000154	1
q0377	pol_000156	1
q0377	pol_000158	1
q0377	pol_000161	1
q0377	pol_000162	1
q0377	pol_000198	1
q0377	pol_000199	1
q0377	pol_000207	1
q0377	pol_000235	1
q0377	pol_000266	1
q0377	pol_000280	1
q0377	pol_000287	1
q0377	pol_000324	1
q0377	pol_000325	1
q0377	pol_000332	1
q0377	pol_000347	1
q0377	pol_000361	1
q0377	pol_000367	1
q0377	pol_000370	1
q0377	pol_000389	1
q0377	pol_000397	1
q0377	pol_000412	1
q0377	pol_000415	1
q0377	pol_000426	1
q0377	pol_000433	1
q0377	pol_000436	1
q0377	pol_000446	1
q0377	pol_000449	1
q0377	pol_000451	1
q0377	pol_000455	1
q0377	pol_000457	1
q0377	pol_000458	1
q0377	pol_000486	1
q0377	pol_000528	1
q0377	pol_000552	1
q0377	pol_000564	1
q0378	sl_000003	1
q0378	sl_000005	1
q0378	sl_000007	1
q0378	sl_000009	1
q0378	sl_000013	1
q0378	sl_000020	1
q0378	sl_000021	1
q0378	sl_000028	1
q0378	sl_000031	1
q0378	sl_000034	1
q0378	sl_000038	1
q0378	sl_000039	1
q0378	sl_000055	1
q0378	sl_000064	1
q0378	sl_000078	1
q0378	sl_000089	1
q0378	sl_000111	1
q0378	sl_000131	1
q0378	sl_000159	1
q0378	sl_000171	1
q0378	sl_000172	1
q0378	sl_000186	1
q0378	sl_000202	1
q0378	sl_000210	1
q0378	sl_000239	1
q0378	sl_000249	1
q0378	sl_000268	1
q0378	sl_000314	1
q0378	sl_000315	1
q0378	sl_000317	1
q0378	sl_000326	1
q0378	sl_000341	1
q0378	sl_000345	1
q0378	sl_000356	1
q0378	sl_000369	1
q0378	sl_000408	1
q0378	sl_000409	1
q0378	sl_000431	1
q0378	sl_000483	1
q0378	sl_000506	1
q0378	sl_000509	1
q0378	sl_000511	1
q0378	sl_000512	1
q0378	sl_000528	1
q0378	sl_000539	1
q0378	sl_000571	1
q0378	sl_000578	1
q0378	sl_000590	1
q0378	sl_000593	1
q0378	sl_000596	1
q0378	pol_000005	1
q0378	pol_000008	1
q0378	pol_000024	1
q0378	pol_000028	1
q0378	pol_000030	1
q0378	pol_000042	1
q0378	pol_000045	1
q0378	pol_000053	1
q0378	pol_000075	1
q0378	pol_000092	1
q0378	pol_000100	1
q0378	pol_000105	1
q0378	pol_000117	1
q0378	pol_000118	1
q0378	pol_000154	1
q0378	pol_000156	1
q0378	pol_000158	1
q0378	pol_000161	1
q0378	pol_000162	1
q0378	pol_000198	1
q0378	pol_000199	1
q0378	pol_000207	1
q0378	pol_000235	1
q0378	pol_000266	1
q0378	pol_000280	1
q0378	pol_000287	1
q0378	pol_000324	1
q0378	pol_000325	1
q0378	pol_000332	1
q0378	pol_000347	1
q0378	pol_000361	1
q0378	pol_000367	1
q0378	pol_000370	1
q0378	pol_000389	1
q0378	pol_000397	1
q0378	pol_000412	1
q0378	pol_000415	1
q0378	pol_000426	1
q0378	pol_000433	1
q0378	pol_000436	1
q0378	pol_000446	1
q0378	pol_000449	1
q0378	pol_000451	1
q0378	pol_000455	1
q0378	pol_000457	1
q0378	pol_000458	1
q0378	pol_000486	1
q0378	pol_000528	1
q0378	pol_000552	1
q0378	pol_000564	1
q0379	p_000002	1
q0379	p_000006	1
q0379	p_000010	1
q0379	p_000014	1
q0379	p_000017	1
q0379	p_000018	1
q0379	p_000019	1
q0379	p_000020	1
q0379	p_000021	1
q0379	p_000026	1
q0379	p_000027	1
q0379	p_000028	1
q0379	p_000031	1
q0379	p_000036	1
q0379	p_000038	1
q0379	p_000040	1
q0379	p_000042	1
q0379	p_000045	1
q0379	p_000092	1
q0379	p_000094	1
q0379	p_000104	1
q0379	p_000170	1
q0379	p_000175	1
q0379	p_000188	1
q0379	p_000232	1
q0379	p_000233	1
q0379	p_000242	1
q0379	p_000249	1
q0379	p_000262	1
q0379	p_000276	1
q0379	p_000279	1
q0379	p_000331	1
q0379	p_000336	1
q0379	p_000364	1
q0379	p_000380	1
q0379	p_000394	1
q0379	p_000398	1
q0379	p_000402	1
q0379	p_000431	1
q0379	p_000434	1
q0379	p_000451	1
q0379	p_000454	1
q0379	p_000492	1
q0379	p_000503	1
q0379	p_000536	1
q0379	p_000549	1
q0379	p_000553	1
q0379	p_000562	1
q0379	p_000586	1
q0379	p_000587	1
q0379	sl_000014	1
q0379	sl_000015	1
q0379	sl_000017	1
q0379	sl_000022	1
q0379	sl_000035	1
q0379	sl_000036	1
q0379	sl_000047	1
q0379	sl_000051	1
q0379	sl_000058	1
q0379	sl_000061	1
q0379	sl_000066	1
q0379	sl_000067	1
q0379	sl_000073	1
q0379	sl_000076	1
q0379	sl_000083	1
q0379	sl_000086	1
q0379	sl_000097	1
q0379	sl_000133	1
q0379	sl_000139	1
q0379	sl_000146	1
q0379	sl_000168	1
q0379	sl_000183	1
q0379	sl_000196	1
q0379	sl_000207	1
q0379	sl_000219	1
q0379	sl_000220	1
q0379	sl_000224	1
q0379	sl_000225	1
q0379	sl_000226	1
q0379	sl_000228	1
q0379	sl_000250	1
q0379	sl_000265	1
q0379	sl_000276	1
q0379	sl_000298	1
q0379	sl_000306	1
q0379	sl_000327	1
q0379	sl_000349	1
q0379	sl_000351	1
q0379	sl_000378	1
q0379	sl_000387	1
q0379	sl_000400	1
q0379	sl_000402	1
q0379	sl_000441	1
q0379	sl_000443	1
q0379	sl_000504	1
q0379	sl_000552	1
q0379	sl_000561	1
q0379	sl_000568	1
q0379	sl_000575	1
q0379	sl_000598	1
q0380	pol_000007	1
q0380	pol_000017	1
q0380	pol_000019	1
q0380	pol_000023	1
q0380	pol_000032	1
q0380	pol_000034	1
q0380	pol_000037	1
q0380	pol_000047	1
q0380	pol_000055	1
q0380	pol_000081	1
q0380	pol_000094	1
q0380	pol_000129	1
q0380	pol_000137	1
q0380	pol_000145	1
q0380	pol_000171	1
q0380	pol_000183	1
q0380	pol_000201	1
q0380	pol_000232	1
q0380	pol_000237	1
q0380	pol_000244	1
q0380	pol_000247	1
q0380	pol_000248	1
q0380	pol_000254	1
q0380	pol_000275	1
q0380	pol_000277	1
q0380	pol_000289	1
q0380	pol_000292	1
