query_id,query_text,vector,target_docids,target_domains
q0196,Give me pollution where airQualityLevel equals unhealthy and source_type equals traffic,"[0.081453,0.009541,0.007159,0.153564,0.153767,0.004590,-0.010390,0.151453,-0.175386,-0.142209,0.105907,0.072296,0.097980,-0.066492,0.010562,-0.033585,-0.009538,0.256723,0.079125,-0.018633,0.001952,-0.106527,0.005541,-0.067945,-0.079109,0.055284,0.114445,0.027841,-0.096306,-0.031042,0.003084,-0.015518,0.007444,0.056501,0.134646,-0.110994,0.015358,-0.121127,0.043912,0.004924,-0.088260,0.024680,0.125875,-0.004883,0.036793,0.162101,-0.079357,0.031341,0.011200,0.205091,-0.030668,-0.109874,-0.028518,-0.059076,0.054558,0.018231,0.024579,-0.227523,-0.094510,-0.160486,0.062325,0.055969,-0.015478,0.065406,-0.068293,0.086189,-0.114734,0.172018,0.040072,-0.038050,-0.154367,-0.041929,-0.064215,0.008296,0.049126,0.084735,-0.001139,0.026054,0.032014,-0.060134,-0.095702,0.029536,0.012954,0.008171,0.009126,0.041759,0.203612,-0.035435,-0.109054,0.078246,0.056701,0.187480,-0.020483,0.114757,0.066737,-0.060939,0.014336,-0.018355,0.165391,0.051400,-0.061405,-0.008423,-0.195079,0.009134,0.079287,-0.015228,0.005481,-0.006575,0.005142,0.198867,0.040623,0.050720,0.041452,0.001380,0.026251,-0.124232,-0.082314,-0.157548,0.017325,-0.098142,0.027640,-0.003479,0.038308,0.086720,-0.027763,-0.057387,-0.073952,0.098529]",pol_000018;pol_000078;pol_000478,1.0
q0197,Find pollution with source_type residential and pollutantType CO near Greenfield Park City Hall,"[0.110819,0.017298,0.082129,0.082956,0.066510,-0.041191,0.029967,0.060182,-0.185409,-0.131158,0.104292,0.098326,0.091596,-0.033737,0.023934,-0.028160,0.004593,0.181202,0.042956,0.003394,-0.037292,-0.098233,-0.028592,-0.114619,-0.092478,0.129152,0.061567,0.095397,-0.121768,0.077290,0.019796,-0.066432,0.035217,0.019301,0.119840,-0.124509,-0.123680,-0.096227,0.017374,-0.073955,0.051204,0.010234,0.135481,0.049183,-0.041700,0.138384,-0.061148,-0.069101,0.011002,0.053761,-0.129363,-0.081289,0.087779,0.077055,-0.134006,0.035572,0.067355,-0.142522,-0.048591,-0.056864,0.079742,-0.013027,-0.085333,0.056458,-0.084095,0.070030,-0.176403,-0.026891,0.062335,0.021303,-0.229854,0.033795,0.074975,0.123446,-0.063531,0.087515,-0.005835,-0.059923,0.076703,-0.020416,0.001018,0.292938,0.037696,-0.076574,0.004451,-0.005209,0.133532,-0.012065,0.004759,0.030684,-0.038987,0.054691,0.003264,0.098877,0.054751,0.059743,0.048363,-0.085901,0.095304,0.131539,-0.124588,-0.089791,-0.254097,0.066249,0.023210,0.067072,0.020387,0.051763,-0.036378,0.116291,-0.010515,0.030590,0.111896,0.090271,-0.004984,-0.008604,-0.114071,-0.094196,-0.037245,-0.010471,-0.021718,-0.045313,0.019819,0.232242,-0.039512,0.049284,0.008736,-0.005216]",pol_000059;pol_000239;pol_000431,7.0
q0198,Locate streetlight with powerState set to low near Midtown Center Town Square in Midtown Center Transit Hub,"[-0.067321,0.169150,-0.046217,0.013555,-0.030999,0.068363,-0.168006,-0.129050,-0.246938,-0.029694,0.066066,0.046496,-0.182129,0.042667,0.034202,0.049573,-0.006420,-0.060052,-0.053197,-0.056292,-0.053914,-0.174297,0.048575,-0.011945,0.054913,-0.150078,0.012167,-0.013692,-0.023129,0.131393,0.024846,0.097362,-0.098646,-0.017762,0.113453,0.166208,0.017605,0.014355,-0.032133,-0.123049,0.201454,0.066468,0.071067,-0.118330,0.005923,0.168071,-0.066078,-0.046040,-0.169304,0.043052,-0.097738,-0.105295,0.100936,-0.075223,-0.208021,0.081756,0.089592,0.129813,0.025838,0.052342,-0.045336,-0.017356,0.090661,0.036157,-0.069393,0.034866,-0.063845,-0.079130,0.123081,0.002725,-0.116894,0.015238,-0.046394,0.017833,-0.018388,0.092280,-0.098532,-0.050344,-0.060268,0.012041,0.019277,0.161784,-0.094979,0.089057,-0.089594,0.051173,-0.037314,-0.036322,0.135975,-0.010838,-0.167371,0.016215,0.008317,-0.083163,-0.000154,0.044189,0.041553,-0.088792,-0.114716,-0.003717,-0.044958,0.067882,-0.113936,-0.016526,0.029483,0.082960,0.020242,0.023272,-0.087337,0.088356,-0.021371,0.023272,0.127172,0.176940,0.063086,-0.118542,0.001876,-0.050392,-0.063939,-0.128368,0.016849,0.018988,-0.044480,0.056701,0.184554,-0.001956,-0.052605,0.009514]",sl_000015;sl_000035;sl_000047;sl_000051;sl_000067;sl_000083;sl_000139;sl_000183;sl_000207;sl_000219;sl_000327;sl_000351;sl_000387;sl_000443;sl_000575,4.0
q0199,"Query parking: category offStreet, facilityType covered, in North Harbor","[0.126277,0.076857,-0.002875,0.106866,-0.013686,0.024039,0.070962,0.074390,-0.049783,-0.021758,-0.115970,0.167614,0.100319,-0.017866,0.113613,-0.033896,0.080847,0.037545,0.006273,-0.017436,0.028331,-0.086779,0.003255,-0.065641,0.027913,0.098347,-0.011125,-0.022442,-0.132372,0.081677,0.046831,0.078563,0.012648,-0.133060,0.070543,-0.087794,-0.154877,0.103222,-0.068735,0.026326,0.135685,-0.003905,0.026406,0.036311,-0.022043,-0.087343,0.019869,-0.046934,0.152130,-0.138773,0.021142,0.044348,0.031487,0.049469,-0.190820,0.066112,0.113456,-0.005556,0.108153,-0.083418,0.147116,0.063917,-0.050556,0.064509,-0.001916,0.023416,-0.128621,-0.071907,-0.017961,-0.058293,-0.135683,0.067209,-0.017741,0.089349,0.086871,0.189241,0.056623,-0.062546,0.055372,-0.160751,0.072708,0.126731,-0.137307,-0.121452,0.102437,0.133927,0.017464,0.024620,0.083014,0.082028,-0.063020,0.173108,-0.150377,0.038413,0.025293,0.073592,0.050490,0.101736,0.103377,0.029393,-0.108550,-0.109634,-0.224745,-0.106613,0.047491,-0.094020,0.157921,0.044304,-0.087947,0.141214,0.086656,-0.021924,-0.085299,0.045709,0.123731,-0.006910,-0.118173,-0.090882,-0.044074,-0.052219,0.008720,-0.099601,-0.101943,0.038973,-0.045980,0.067984,-0.029608,0.059551]",p_000008;p_000050;p_000068;p_000212;p_000218;p_000230;p_000422;p_000470;p_000518;p_000542;p_000548;p_000566;p_000572;p_000596,0.0
q0200,Locate traffic with laneDirection set to outbound near Eastshore Quarter Town Square in Eastshore Quarter Civic Center,"[0.030192,0.151722,0.036555,0.068780,-0.056970,0.006786,0.060911,-0.081276,0.076662,-0.150624,-0.097337,0.106180,0.029038,0.155061,-0.157763,0.033127,-0.058320,0.013150,0.270861,-0.022589,0.075397,-0.098950,-0.057234,-0.018468,0.033183,0.017226,0.132544,0.060035,-0.137905,-0.000869,0.026571,0.015792,-0.045044,0.011920,0.099650,-0.061049,-0.108264,-0.025828,-0.098778,-0.159439,0.133889,0.111858,0.024108,-0.018161,-0.040652,-0.016391,0.156528,-0.095905,0.166421,-0.034060,-0.121413,-0.151296,0.072898,0.070944,-0.129914,-0.076175,0.105563,0.091560,0.056848,-0.028486,0.064569,0.070552,-0.050094,0.084892,0.007891,0.089119,-0.010440,-0.032903,0.019511,-0.033301,-0.147856,0.063566,0.051051,0.118033,-0.074406,0.042594,-0.069915,-0.091850,-0.027361,-0.115110,0.003833,0.169672,-0.069046,0.006756,0.020163,-0.025506,0.097238,-0.142553,0.031721,0.001546,-0.108251,0.068964,-0.008680,-0.061977,-0.036397,-0.061243,0.086644,-0.020776,-0.107414,0.166561,0.038549,-0.102363,-0.054000,-0.007108,0.074807,0.082502,0.000210,0.080810,-0.044981,0.188616,-0.054284,-0.022019,0.098854,0.231614,0.133577,-0.003957,-0.041973,0.039424,-0.126918,-0.028930,0.116526,0.057373,-0.015427,0.073278,0.119119,0.018112,-0.072347,-0.014289]",traf_000002;traf_000056;traf_000098;traf_000194;traf_000242;traf_000278;traf_000356;traf_000404;traf_000482;traf_000530;traf_000554,2.0
q0201,Give me traffic where vehicleType equals bus and congestionLevel equals free,"[-0.066611,-0.001164,-0.000069,0.209672,0.061835,0.125567,-0.012089,0.102713,0.003317,-0.115020,-0.045382,0.132391,0.050639,0.051742,-0.120428,-0.068997,0.003806,0.217577,0.118571,0.058607,-0.020963,-0.134739,-0.119748,-0.068505,-0.074323,-0.009557,0.080344,0.108054,-0.026440,-0.098337,0.011943,-0.010736,0.019445,0.047493,0.097453,-0.038870,-0.061681,-0.114587,-0.066708,-0.125086,-0.056487,0.078927,0.026730,-0.043963,-0.040632,0.149900,-0.012288,-0.066107,0.013168,0.076731,0.104296,-0.278613,-0.035315,-0.044911,0.024224,-0.101989,-0.001184,-0.070748,0.178527,-0.127281,0.066050,0.070591,0.076865,0.003770,-0.001972,0.013460,0.000945,0.140803,0.056319,0.032737,-0.141672,-0.023220,-0.089691,0.024889,-0.045506,0.052297,0.122283,0.127017,0.072543,-0.172908,-0.068032,0.049517,0.075449,-0.028070,0.068877,-0.078450,0.091514,-0.133399,-0.079175,0.080815,-0.033705,0.102762,-0.008810,0.037406,-0.014245,-0.140201,0.048006,0.149765,0.125295,0.089890,-0.072759,-0.030671,-0.202347,-0.006107,0.053612,0.049652,0.049289,0.040007,-0.085023,0.172477,-0.000209,0.054907,0.049141,0.006071,0.034663,-0.062429,-0.082998,-0.109515,0.026123,-0.108677,-0.073332,-0.035028,-0.096904,-0.004193,0.025758,-0.145744,-0.123165,-0.020967]",traf_000302;traf_000307;traf_000517,7.0
q0202,List pollution having monitoringStation satellite plus airQualityLevel moderate in Lakeside District,"[0.061995,-0.030038,-0.001978,0.162187,-0.013458,-0.165053,-0.085468,0.036049,-0.061469,-0.260330,0.089220,0.077477,0.191120,-0.004274,-0.012610,0.033725,-0.147215,0.021879,0.094259,-0.085163,-0.034738,0.006716,-0.125563,-0.147145,-0.023560,0.008394,0.036018,-0.028321,-0.016500,-0.047608,0.050298,0.000220,-0.044753,0.006466,0.071521,0.056341,-0.089061,-0.104977,-0.061252,-0.003392,-0.019199,-0.016103,0.079124,0.080732,0.083770,0.084652,-0.088780,-0.200012,0.057419,0.175043,-0.100221,-0.103776,-0.088944,0.044304,0.084588,-0.022892,0.111306,-0.174956,-0.093386,-0.013717,0.029645,0.034439,0.050208,-0.066002,-0.115222,0.072934,-0.087810,0.020038,0.071343,-0.011258,-0.193845,0.080945,-0.082246,-0.017737,0.120785,0.041063,-0.039735,-0.080736,0.031324,-0.037866,0.051584,0.162185,-0.013922,-0.135205,0.043297,0.028823,0.072348,-0.015390,0.089710,-0.044346,-0.077684,0.116905,-0.124498,0.075839,0.026518,0.086815,-0.010827,-0.133908,0.188324,-0.137854,-0.003687,0.028487,-0.203149,0.004827,-0.006299,0.082071,-0.095095,0.058559,-0.046730,0.062436,0.006118,0.172910,-0.013574,0.013412,-0.008404,-0.018643,-0.017480,-0.150483,-0.004308,-0.097259,-0.072350,-0.038110,-0.006689,0.084136,-0.066099,0.036736,-0.173051,0.076181]",pol_000297;pol_000492;pol_000537,5.0
q0203,List parking having occupancyStatus full plus category rooftop in Eastshore Quarter,"[-0.025254,0.136057,-0.015989,0.156932,-0.074705,-0.002437,0.060989,-0.109143,-0.208939,-0.134468,0.019981,0.037419,0.031467,0.103227,0.096274,0.030309,0.025894,0.019923,0.086061,-0.160020,0.107719,-0.032703,-0.037954,-0.062632,0.096919,-0.040438,-0.032296,-0.034456,-0.165308,-0.049002,-0.018498,-0.002227,-0.024592,-0.101305,0.047929,0.071037,-0.114271,0.121300,-0.074258,0.035776,0.177916,0.086858,-0.035776,0.005657,-0.095781,-0.071400,0.127315,-0.051526,0.043320,-0.106169,-0.000098,0.037345,0.136162,0.100666,-0.157286,0.061071,0.114467,-0.026020,0.131170,-0.046486,0.037466,0.066916,-0.040035,0.030873,-0.120018,0.179663,-0.193380,-0.073668,-0.039987,-0.071060,-0.070133,0.104700,-0.026793,0.115565,-0.011317,0.145351,0.025778,0.000723,-0.045244,-0.011179,-0.016670,0.085086,-0.026459,-0.073587,-0.001772,0.059365,0.014139,-0.099039,-0.020019,0.215944,-0.070140,0.147217,-0.148500,-0.051262,-0.002584,0.073518,0.036357,0.045721,0.115237,-0.004587,0.039568,-0.084809,-0.135905,-0.043258,-0.013375,-0.070010,0.031692,0.018997,-0.140619,-0.006155,0.114436,0.053201,-0.016403,-0.033745,0.115610,-0.074771,-0.077391,-0.029030,-0.027739,-0.152887,-0.022487,0.025816,-0.197388,0.144075,0.082113,0.104898,-0.085976,0.088237]",p_000022;p_000046;p_000226;p_000238,2.0
q0204,Give me pollution where source_type equals naturalBackground and pollutantType equals PM10,"[0.057549,-0.092248,-0.049849,0.148843,0.126910,-0.073666,0.077881,0.122249,-0.156187,-0.007328,0.053608,0.160436,0.136802,-0.125783,0.029323,-0.046243,-0.033079,0.203689,-0.019545,0.114981,0.000537,-0.182432,-0.035971,-0.086280,-0.122617,0.069949,0.136811,0.083336,0.003889,-0.030646,-0.065654,0.000602,0.027361,0.067144,0.126528,-0.005985,-0.085050,0.002352,0.069006,-0.039702,-0.057858,-0.043843,0.168326,0.016396,0.024684,0.209406,-0.067995,0.073112,-0.043319,0.077258,-0.028689,-0.033166,0.000195,-0.031860,0.015126,0.031426,-0.063978,-0.266483,-0.092917,-0.096411,0.096481,0.035428,0.035763,0.088572,-0.144154,0.088430,-0.046656,0.070764,0.123732,-0.042827,-0.092501,-0.026123,-0.070640,0.074529,-0.032156,0.126500,-0.027785,0.001255,0.032858,-0.023044,-0.041227,0.115660,0.055664,-0.057097,-0.032079,0.091697,0.232933,-0.016257,-0.100058,0.042394,0.075615,-0.015245,0.052556,0.065564,-0.017796,-0.093160,-0.036061,-0.093321,0.091331,0.091794,-0.002791,-0.075846,-0.159950,0.108329,0.122918,0.028604,0.119336,-0.045268,-0.099487,0.146683,0.032998,0.003828,0.076366,-0.028000,-0.047336,-0.148858,-0.000886,-0.123663,0.041845,-0.028750,-0.066211,0.136788,-0.014285,0.010689,-0.071695,0.010055,-0.082344,0.056417]",pol_000056;pol_000164;pol_000188;pol_000404;pol_000536,3.0
q0205,List pollution having airQualityLevel veryUnhealthy plus pollutantType O3 in Greenfield Park,"[0.037403,0.037207,0.106779,0.151080,0.029660,-0.090279,0.007847,0.086256,-0.189365,-0.116230,0.189700,0.198240,0.009395,0.060492,0.054927,0.011319,0.000004,0.184875,0.004634,-0.000737,0.004202,-0.057882,-0.033098,-0.056989,-0.003146,0.048206,-0.030034,0.049589,-0.131034,0.027331,0.059926,-0.007146,0.048051,0.068851,0.062848,0.008232,-0.068737,-0.033857,0.062571,0.052107,0.074586,0.052942,0.074293,0.035202,-0.035783,0.097000,-0.085312,-0.021799,0.033287,0.156706,-0.028938,-0.060994,0.059867,0.048541,-0.030677,0.020780,0.089669,-0.159795,0.004606,-0.050287,0.119059,0.036794,-0.074449,-0.027985,-0.212737,0.142438,-0.198116,-0.049008,0.013358,0.059963,-0.254163,0.056191,0.025137,-0.002838,0.007651,0.025856,-0.006789,-0.052384,0.015121,0.059006,-0.086339,0.136889,0.011397,-0.085656,0.003014,0.014810,0.197083,-0.013359,-0.007797,0.100533,0.005944,0.229368,-0.055368,0.186232,0.076981,0.043913,-0.063146,-0.043121,0.178601,-0.027760,-0.035712,-0.136221,-0.227756,0.084873,0.020839,0.040079,-0.011058,0.015775,-0.070856,0.090008,-0.014925,0.079277,0.074487,-0.052086,0.042434,-0.075664,-0.060734,-0.083582,-0.056701,-0.078796,0.007889,0.015298,0.023704,0.116385,-0.058580,0.045031,-0.108831,0.134602]",pol_000040;pol_000160;pol_000400;pol_000460,7.0
q0206,"Query streetlight: locationCategory park, lanternModel fluorescent, in Eastshore Quarter","[0.043153,0.072391,0.052376,0.010636,-0.025006,0.027655,-0.048405,-0.057509,-0.136529,-0.139222,-0.063169,0.187645,-0.049440,-0.047101,0.022878,-0.004514,0.039662,-0.020339,-0.009585,-0.027968,0.171310,0.009634,-0.021690,0.010636,-0.001611,-0.107809,-0.135718,0.152181,-0.110066,-0.044868,0.065151,0.125593,-0.063985,-0.172862,0.123680,0.111351,0.021211,-0.027875,-0.071324,-0.046320,0.220621,-0.011869,0.079793,0.052553,-0.109018,0.060846,0.034334,-0.082369,0.001691,-0.067497,-0.099583,-0.037261,0.103797,0.115901,-0.147538,0.075241,0.105593,0.021908,0.060777,0.070450,0.075641,0.034100,-0.202006,0.033860,-0.122256,0.029963,-0.109834,-0.115944,-0.009722,-0.025308,-0.258261,0.105891,0.006699,0.037525,0.006029,0.046167,-0.133490,-0.205815,-0.052540,0.055799,0.004264,0.142478,-0.050621,0.055602,-0.039015,0.072416,0.124855,0.027948,0.039108,-0.030306,-0.098470,-0.014322,-0.106917,-0.076393,-0.009007,0.057009,0.059406,-0.094157,-0.049892,-0.037409,0.001103,-0.133336,-0.075117,-0.022391,0.028046,0.023539,0.057125,-0.021390,-0.113070,0.051779,0.076135,-0.076462,0.067775,0.176329,0.059348,-0.029132,-0.021062,0.005582,-0.065265,-0.074047,0.018183,0.096029,-0.041543,0.192752,0.043604,0.182092,-0.102647,-0.060686]",sl_000003;sl_000131;sl_000171;sl_000315;sl_000483;sl_000539;sl_000571,2.0
q0207,Give me parking where allowedVehicleType equals bicycle and occupancyStatus equals almostFull,"[0.022828,0.087050,-0.045823,0.177394,-0.078066,0.112844,-0.009765,0.052893,-0.063521,-0.010246,-0.016894,0.022640,-0.026771,-0.045712,-0.044187,-0.091811,0.046255,0.052508,-0.023642,0.005434,0.109295,0.020344,-0.002644,-0.047057,0.006221,-0.033385,0.001126,0.045113,-0.056922,-0.041668,0.029222,0.081558,0.008525,-0.116866,0.131215,-0.002757,-0.109899,0.068306,-0.120528,0.009785,0.009063,0.148448,0.097322,-0.009180,-0.198477,0.058665,-0.020024,0.029055,0.020945,-0.068270,-0.005304,0.000722,0.066052,-0.057590,-0.055842,0.058488,0.222669,-0.090057,0.128222,-0.114250,0.081719,0.093608,-0.044292,0.029824,-0.053309,0.056170,-0.194780,-0.037473,0.052045,-0.010272,-0.030620,0.149044,0.115028,0.064999,0.105698,0.091057,0.119082,-0.120008,0.028500,-0.158372,-0.122954,-0.036121,-0.057546,-0.011159,-0.056849,0.011538,0.095807,-0.082474,-0.067771,0.166992,-0.044868,0.073547,-0.052175,0.076791,0.089728,-0.066460,-0.155943,0.074342,-0.023887,0.137787,-0.031917,-0.075842,-0.234638,0.041777,0.085036,-0.077896,0.049990,0.062609,-0.117499,0.069345,0.010245,0.106821,-0.001159,-0.134593,0.126749,-0.107118,-0.160662,-0.038107,-0.069168,-0.030883,-0.193113,-0.001389,-0.093888,0.146642,0.121541,-0.044805,0.075097,0.159505]",p_000063;p_000387;p_000459,0.0
q0208,Find pollution with airQualityLevel veryUnhealthy and source_type naturalBackground near South Hills Clock Tower,"[0.051640,0.043109,0.046754,0.126703,0.086601,-0.104438,-0.067814,0.053079,-0.202780,-0.145923,0.103573,0.162437,0.092920,0.003787,0.070049,-0.030573,0.094620,0.130550,0.109371,0.007599,0.074759,-0.096319,0.012669,-0.144867,-0.035768,0.068430,0.035360,0.082607,-0.042176,0.005777,0.102078,-0.017436,0.061585,0.034738,0.052742,-0.093686,-0.056456,-0.085701,0.022311,0.044205,0.004877,0.074285,0.127065,0.069751,-0.068961,0.140465,-0.032386,0.026146,0.023186,0.097938,-0.031671,-0.111740,0.045464,-0.077765,-0.028287,0.026699,0.031472,-0.207391,-0.150622,-0.001440,0.070693,-0.044179,0.019530,0.075894,-0.132903,0.096413,-0.124347,0.045671,0.062959,0.018126,-0.158257,-0.016543,-0.074314,-0.039366,0.009203,0.071887,-0.036078,-0.098522,0.064659,0.091260,-0.046445,0.144960,0.036768,-0.110526,-0.000305,0.031586,0.132245,-0.035990,-0.034916,0.046681,0.035007,0.113989,-0.117274,0.152602,0.004128,-0.027728,0.103742,-0.159796,0.139022,0.028353,0.025419,-0.070031,-0.250393,0.041377,0.042690,0.131492,-0.000515,0.006627,0.024790,0.175050,0.041743,0.132896,0.130249,0.049394,0.022500,-0.099242,-0.022381,-0.179183,-0.013618,-0.100015,-0.043220,0.030590,0.005719,0.142169,-0.025813,0.106444,-0.124087,0.018091]",pol_000060;pol_000340;pol_000360;pol_000480,3.0
q0209,pollution with source_type=traffic and pollutantType=PM10 close to South Hills Town Square,"[0.151402,-0.059653,-0.031741,0.045334,0.147014,0.040216,-0.002773,0.087740,-0.157242,-0.086766,0.071184,0.112654,0.115071,-0.056551,-0.064076,-0.036239,-0.035822,0.183983,0.081982,0.091087,-0.011254,-0.186639,-0.073214,-0.152911,-0.122348,0.117112,0.057586,0.051271,0.048136,-0.045379,0.013199,-0.065381,-0.007916,0.012960,0.204951,-0.035147,-0.015863,0.059377,0.044117,-0.124667,0.036284,0.080219,0.196098,0.078532,-0.063938,0.186829,-0.039511,-0.014183,-0.051425,0.081237,-0.072579,-0.073883,-0.009536,-0.022683,-0.064268,0.000265,-0.017039,-0.193132,-0.000708,-0.082435,0.138237,-0.023009,0.005087,0.139663,-0.119067,0.068669,-0.122619,0.014638,0.113947,-0.049393,-0.234877,-0.048638,-0.060891,0.092416,-0.044552,0.175441,-0.008184,-0.114146,0.040293,-0.029992,0.015515,0.106588,0.087255,-0.077850,0.066428,0.093148,0.180930,-0.027277,-0.020163,-0.016841,0.009147,-0.088417,0.011196,0.063188,0.009608,-0.020723,-0.009667,-0.073651,0.026921,0.086938,-0.004905,-0.105959,-0.214880,0.016714,0.087170,0.091058,0.071883,0.016995,-0.027593,0.094142,0.103247,0.061820,0.157176,0.079248,-0.033117,-0.117122,0.013190,-0.042468,0.056995,-0.035063,-0.037066,0.037666,-0.020735,0.040293,-0.072724,0.064388,-0.087387,-0.016678]",pol_000026;pol_000062;pol_000074;pol_000182;pol_000206;pol_000326;pol_000338;pol_000530,3.0
q0210,Locate traffic with laneDirection set to inbound near North Harbor Waterfront Promenade in North Harbor Civic Center,"[0.050393,0.039687,-0.021700,0.017844,-0.138493,0.000551,0.119185,-0.088483,0.061925,-0.159087,-0.095687,0.213748,0.091248,0.091303,-0.077795,-0.009099,0.016125,0.063644,0.133361,0.010806,-0.037205,-0.159305,-0.047793,-0.013655,0.049939,0.040463,0.180190,-0.052127,-0.165779,0.041678,-0.035784,0.115420,-0.096982,0.034800,0.134540,-0.151943,-0.058084,0.043401,-0.130221,-0.029207,0.105745,0.028341,0.069212,0.015462,0.063918,0.030250,0.083698,-0.115711,0.152802,0.002094,-0.007167,-0.081112,0.087405,0.087330,-0.131141,0.025881,0.095648,0.108984,0.034710,-0.109089,0.044273,0.083371,0.011697,0.006620,-0.044343,-0.036392,-0.025144,0.016169,0.089132,0.018537,-0.083736,-0.001217,0.079319,0.174137,-0.034728,-0.035005,-0.005739,-0.087360,-0.078497,-0.151958,0.106151,0.210218,-0.216078,-0.000943,0.118796,-0.056855,0.017601,-0.055001,0.080758,-0.017110,-0.105478,0.114486,0.007252,-0.040448,-0.101751,-0.034899,0.076007,0.071716,-0.115332,0.140440,0.004682,-0.027661,-0.034541,-0.010299,0.048631,0.045351,-0.062228,0.091784,-0.029804,0.158800,-0.168523,0.007715,0.033012,0.235214,0.122898,0.036968,-0.070081,-0.034630,-0.064545,0.027380,0.100822,-0.006843,0.006600,0.046003,0.102406,-0.016884,-0.003106,-0.043846]",traf_000082;traf_000142;traf_000232;traf_000262;traf_000337;traf_000502,0.0
q0211,"Search for streetlight devices: powerState=on, status=ok, near Westside Heights Harbor Bridge","[0.005993,0.090209,-0.062861,0.000305,-0.102095,0.016472,-0.142064,-0.234157,-0.204582,-0.049935,0.021980,0.246944,-0.103664,-0.014644,0.135216,0.032468,0.095755,-0.098036,-0.025110,-0.053494,-0.065520,-0.102407,0.036268,-0.097175,0.110245,-0.242970,-0.070779,0.059140,-0.034952,0.041406,-0.000810,0.064239,-0.082946,0.005226,0.036381,0.139235,-0.100200,-0.021734,-0.004408,-0.015427,0.225115,-0.090641,0.124696,0.000195,0.011198,0.176434,-0.069986,0.004357,-0.152806,0.137534,-0.106454,0.054455,0.100639,0.067557,-0.219617,0.035288,0.117152,0.050443,0.041279,-0.041283,-0.045711,0.052051,-0.013393,0.025689,-0.053363,0.069801,0.001310,-0.041380,0.131274,0.042990,0.014677,0.018829,-0.013507,0.088047,-0.025056,0.107103,-0.153032,-0.127937,-0.061554,0.097940,0.026622,0.078434,0.016348,0.102852,-0.083684,0.052876,-0.026893,0.039255,0.046792,-0.001338,-0.106504,-0.017825,-0.008490,-0.061679,-0.049053,0.157097,-0.043750,-0.043488,0.014772,-0.037555,-0.040389,0.143759,-0.035533,-0.038085,-0.010798,0.080451,0.045066,-0.055161,-0.130144,0.075111,-0.105270,0.048564,0.072837,0.085955,0.031285,-0.064382,0.019658,-0.039886,-0.044113,-0.125017,0.024192,-0.045910,-0.079994,0.114723,0.118260,-0.035562,-0.048352,0.065073]",sl_000241;sl_000333,1.0
q0212,pollution with monitoringStation=mobile and pollutantType=CO close to Westside Heights Lighthouse,"[0.031575,0.019430,0.089133,0.007762,-0.005939,0.033334,-0.051545,-0.068647,-0.144277,-0.088048,-0.029399,0.161921,0.162517,-0.012854,-0.067529,0.050667,0.024483,0.007008,0.079507,-0.081372,0.019842,-0.063652,-0.180898,-0.156573,0.005015,0.024102,0.024541,0.029922,0.005195,-0.067982,0.001644,-0.073755,-0.029064,0.016654,0.191143,-0.044289,0.014629,-0.022020,0.014195,-0.078764,0.008482,0.025860,0.193244,0.129137,0.018844,0.097870,-0.101274,-0.051506,0.110693,0.168858,0.020302,-0.105481,0.015925,0.031480,-0.008293,0.080996,0.077352,-0.181011,-0.038683,-0.009207,-0.041979,0.004815,0.070736,-0.033508,-0.132005,0.055199,-0.126708,0.029058,0.077953,0.055919,-0.191468,0.131567,-0.065777,0.026917,0.022904,0.131985,-0.139008,-0.095902,0.052960,0.023162,0.038597,0.054508,0.106702,-0.062416,0.060824,0.072495,0.028074,-0.076814,0.026843,-0.128799,-0.067570,-0.080460,0.000314,0.017421,-0.008234,0.027210,-0.052103,-0.007442,0.107565,-0.046142,0.077392,-0.061136,-0.328910,-0.013967,0.029257,0.205495,0.011552,0.102059,0.018512,0.089747,0.022847,0.196505,0.088894,-0.013675,-0.066182,0.028187,-0.103524,-0.153493,-0.008816,-0.017539,-0.134728,-0.052578,-0.022983,0.147211,0.017131,0.124137,-0.045750,0.087780]",pol_000089;pol_000095;pol_000119;pol_000131;pol_000155;pol_000173;pol_000179;pol_000191;pol_000215;pol_000281;pol_000305;pol_000329;pol_000335;pol_000437;pol_000533;pol_000539;pol_000563;pol_000587;pol_000593,1.0
