qid,scheme,query_text,gt_domain,gt_doc,pred_domain,pred_doc,topk_domains,hit_exact,domain_hit,ssr_score,t_send_disc,t_recv_disc_reply,t_send_fetch,t_recv_data,rtt_total_ms,hops_disc,hops_fetch,hops_total,n_interest_sent,n_data_recv,bytes_ctrl_tx,bytes_ctrl_rx,bytes_data_tx,bytes_data_rx,timeouts,retransmissions,is_measurable,is_success,is_timeout,timeout_reason,failure_scenario,failure_target,topology,disc_ms,fetch_ms,t_send_disc_ns,t_recv_disc_reply_ns,t_send_fetch_ns,t_recv_data_ns
170,iroute,"Search for pollution devices: pollutantType=SO2, airQualityLevel=unhealthy, near Old Town Core Science Center",6,pol_000588,/domain7,/domain7/data/doc/pol_000498,/domain0=2.50224(0.668853);/domain7=2.40992(0.649922);/domain1=2.33473(0.616901);/domain5=2.13052(0.57121);/domain6=2.08427(0.621385),0,0,0.705786,54200.0000,54206.6616,54208.1835,54214.8463,14.8463,-1,2,-1,5,1,3015,170,44,1107,0,0,1,1,0,,none,,redundant,6.6616,6.6628,54200000000,54206661648,54208183504,54214846272
171,iroute,Give me pollution where airQualityLevel equals moderate and monitoringStation equals fixed,1,pol_000022;pol_000142;pol_000262,/domain3,/domain3/data/doc/pol_000338,/domain1=2.35441(0.621182);/domain0=2.10154(0.579583);/domain3=2.01574(0.649861);/domain7=2.00821(0.560201);/domain5=1.75363(0.489369),0,0,0.649773,54400.0000,54406.5286,54408.1884,54408.1884,8.1884,-1,2,-1,5,1,3015,170,44,1107,0,0,1,1,0,,none,,redundant,6.5286,0.0000,54400000000,54406528576,54408188432,54408188432
172,iroute,parking with facilityType=covered and category=rooftop close to Lakeside District Cathedral,5,p_000337,/domain5,/domain5/data/doc/p_000363,/domain5=3.14569(0.795139);/domain1=2.49262(0.64984);/domain7=2.33038(0.614609);/domain0=2.15572(0.618983);/domain3=1.80515(0.586279),0,1,0.759399,54600.0000,54608.1687,54608.1687,54616.3434,16.3434,-1,2,-1,5,1,3015,168,42,1105,0,0,1,1,0,,none,,redundant,8.1687,8.1747,54600000000,54608168688,54608168688,54616343392
173,iroute,Give me traffic where vehicleType equals bus and laneDirection equals bidirectional,1,traf_000027;traf_000102;traf_000132;traf_000237;traf_000312;traf_000357;traf_000522;traf_000552;traf_000597,/domain1,/domain1/data/doc/traf_000572,/domain1=1.92828(0.517609);/domain5=1.58136(0.444532);/domain3=1.56494(0.506419);/domain7=1.49774(0.441802);/domain0=1.35482(0.428293),0,1,0.604378,54800.0000,54807.2307,54808.1737,54815.4105,15.4105,-1,2,-1,5,1,3015,171,45,1108,0,0,1,1,0,,none,,redundant,7.2307,7.2368,54800000000,54807230736,54808173664,54815410464
174,iroute,"Query streetlight: status defectiveLamp, lanternModel fluorescent, in North Harbor",0,sl_000010;sl_000098;sl_000126;sl_000182;sl_000246;sl_000278;sl_000322;sl_000362;sl_000386;sl_000418;sl_000426;sl_000434;sl_000482;sl_000534;sl_000558;sl_000594,/domain0,/domain0/data/doc/sl_000126,/domain0=2.45665(0.682713);/domain1=2.35381(0.622427);/domain7=2.33511(0.61835);/domain5=2.20263(0.588153);/domain6=2.03425(0.570436),1,1,0.775266,55000.0000,55007.7447,55008.1835,55015.9342,15.9342,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,7.7447,7.7507,55000000000,55007744704,55008183488,55015934224
175,iroute,"Show traffic where roadType is collector, vehicleType is bus in Eastshore Quarter Financial Row",2,traf_000052,/domain2,/domain2/data/doc/traf_000555,/domain1=2.32869(0.602958);/domain2=2.32227(0.714275);/domain5=2.15802(0.567694);/domain7=1.96403(0.544923);/domain0=1.94584(0.564764),0,1,0.734860,55200.0000,55208.0957,55208.1786,55216.2754,16.2754,-1,2,-1,5,1,3015,171,45,1108,0,0,1,1,0,,none,,redundant,8.0957,8.0968,55200000000,55208095664,55208178592,55216275392
176,iroute,"Query streetlight: lanternModel HPS, powerState bootingUp, in Greenfield Park",7,sl_000338;sl_000458;sl_000550;sl_000586,/domain7,/domain7/data/doc/sl_000178,/domain7=2.5646(0.668402);/domain6=1.92545(0.545946);/domain1=1.81162(0.504175);/domain5=1.68585(0.47569);/domain0=1.67957(0.503279),0,1,0.703875,55400.0000,55406.6567,55408.1835,55408.1835,8.1835,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,6.6567,0.0000,55400000000,55406656704,55408183488,55408183488
177,iroute,Give me parking where category equals onStreet and facilityType equals covered,6,p_000217;p_000301;p_000361;p_000409;p_000445;p_000481,/domain0,/domain0/data/doc/p_900074,/domain1=1.5744(0.450451);/domain7=1.56413(0.448219);/domain0=1.55425(0.478794);/domain4=1.25534(0.448703);/domain6=1.21434(0.390114),0,0,0.588815,55600.0000,55607.7545,55607.7545,55615.5052,15.5052,-1,2,-1,5,1,3015,168,42,1105,0,0,1,1,0,,none,,redundant,7.7545,7.7507,55600000000,55607754544,55607754544,55615505248
178,iroute,Find streetlight with locationCategory playground and powerState off near South Hills Harbor Bridge,3,sl_000029;sl_000045;sl_000085;sl_000253;sl_000389;sl_000573,/domain0,/domain0/data/doc/sl_000032,/domain1=2.25236(0.6003);/domain7=2.04815(0.555763);/domain0=2.01824(0.581481);/domain5=1.90834(0.524108);/domain6=1.71401(0.498353),0,0,0.686686,55800.0000,55807.7546,55808.1835,55808.1835,8.1835,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,7.7546,0.0000,55800000000,55807754560,55808183488,55808183488
179,iroute,"Search for parking devices: facilityType=uncovered, category=rooftop, near Greenfield Park Town Square",7,p_000118;p_000214;p_000250;p_000430;p_000442;p_000478;p_000490;p_000502;p_000514,/domain7,/domain7/data/doc/p_000323,/domain7=3.29974(0.825103);/domain1=2.79873(0.71631);/domain0=2.55097(0.711105);/domain6=2.51886(0.686971);/domain5=2.39696(0.631839),0,1,0.778748,56000.0000,56006.6567,56008.1884,56014.8511,14.8511,-1,2,-1,5,1,3015,168,42,1105,0,0,1,1,0,,none,,redundant,6.6567,6.6627,56000000000,56006656688,56008188400,56014851104
180,iroute,"Show parking where occupancyStatus is few, category is offStreet in Greenfield Park Transit Hub",7,p_000044;p_000056;p_000116;p_000152;p_000284,/domain7,/domain7/data/doc/p_000314,/domain7=2.70367(0.695667);/domain1=1.87948(0.516698);/domain6=1.81538(0.526888);/domain5=1.76118(0.493173);/domain0=1.7587(0.526448),0,1,0.758339,56200.0000,56206.6567,56208.1835,56214.8462,14.8462,-1,2,-1,5,1,3015,168,42,1105,0,0,1,1,0,,none,,redundant,6.6567,6.6627,56200000000,56206656688,56208183472,56214846176
181,iroute,"Query pollution: pollutantType SO2, monitoringStation mobile, in Westside Heights",1,pol_000018;pol_000072;pol_000078;pol_000090;pol_000186;pol_000228;pol_000300;pol_000312;pol_000354;pol_000420;pol_000450;pol_000462;pol_000474;pol_000570,/domain1,/domain1/data/doc/pol_000312,/domain1=2.84338(0.727594);/domain5=2.58688(0.670308);/domain0=2.3473(0.634336);/domain7=2.31936(0.629697);/domain2=2.11923(0.669534),1,1,0.731519,56400.0000,56407.2307,56408.1736,56415.4104,15.4104,-1,2,-1,5,1,3015,170,44,1107,0,0,1,1,0,,none,,redundant,7.2307,7.2368,56400000000,56407230720,56408173648,56415410416
182,iroute,Locate traffic with laneDirection set to outbound near South Hills Lighthouse in South Hills Financial Row,3,traf_000026;traf_000116;traf_000206,/domain3,/domain3/data/doc/traf_000527,/domain3=2.14821(0.649462);/domain1=2.12543(0.559633);/domain5=2.03205(0.540791);/domain6=1.83108(0.539915);/domain0=1.70827(0.509906),0,1,0.662369,56600.0000,56606.5187,56608.1786,56614.7034,14.7034,-1,2,-1,5,1,3015,171,45,1108,0,0,1,1,0,,none,,redundant,6.5187,6.5248,56600000000,56606518736,56608178592,56614703392
183,iroute,pollution with source_type=naturalBackground and airQualityLevel=unhealthy close to Midtown Center Sports Arena,4,pol_000084;pol_000112;pol_000120;pol_000216;pol_000252;pol_000256;pol_000352;pol_000396;pol_000424;pol_000432;pol_000440;pol_000504;pol_000560,/domain3,/domain3/data/doc/pol_000182,/domain1=2.3095(0.61141);/domain7=2.1218(0.585572);/domain4=2.07499(0.636892);/domain3=1.89348(0.61828);/domain0=1.78107(0.508188),0,0,0.748701,56800.0000,56806.5335,56807.7644,56814.2892,14.2892,-1,2,-1,5,1,3015,170,44,1107,0,0,1,1,0,,none,,redundant,6.5335,6.5248,56800000000,56806533504,56807764432,56814289200
184,iroute,streetlight with status=ok and powerState=on close to Old Town Core Historic Market,6,sl_000037;sl_000541;sl_000557,/domain6,/domain6/data/doc/sl_000282,/domain6=2.43881(0.661499);/domain7=2.09049(0.564997);/domain1=2.08577(0.563966);/domain5=1.7798(0.496134);/domain0=1.77394(0.525071),0,1,0.784698,57000.0000,57007.6087,57008.1835,57008.1835,8.1835,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,7.6087,0.0000,57000000000,57007608704,57008183488,57008183488
185,iroute,Give me pollution where source_type equals naturalBackground and pollutantType equals PM2_5,0,pol_000020;pol_000172;pol_000276;pol_000284;pol_000296;pol_000304;pol_000320;pol_000392;pol_000408;pol_000468;pol_000496;pol_000516;pol_000548;pol_000600,/domain7,/domain7/data/doc/pol_000567,/domain7=1.66231(0.482947);/domain0=1.59326(0.466346);/domain1=1.56036(0.448381);/domain3=1.37886(0.485344);/domain2=1.20423(0.435638),0,0,0.636046,57200.0000,57206.6567,57208.1104,57214.7732,14.7732,-1,2,-1,5,1,3015,170,44,1107,0,0,1,1,0,,none,,redundant,6.6567,6.6628,57200000000,57206656720,57208110432,57214773200
186,iroute,"Show streetlight where lanternModel is fluorescent, powerState is low in Old Town Core Waterfront",6,sl_000164;sl_000460,/domain6,/domain6/data/doc/sl_000580,/domain6=2.671(0.713764);/domain5=2.35759(0.621876);/domain1=2.33908(0.619215);/domain7=2.32456(0.616048);/domain2=1.99555(0.634705),0,1,0.753777,57400.0000,57407.6087,57408.1736,57415.7884,15.7884,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,7.6087,7.6147,57400000000,57407608704,57408173632,57415788368
187,iroute,Give me traffic where vehicleType equals bicycle and laneDirection equals outbound,2,traf_000005;traf_000035;traf_000365;traf_000530,/domain7,/domain7/data/doc/traf_900129,/domain1=2.03293(0.539914);/domain7=1.7923(0.506946);/domain2=1.77848(0.57665);/domain3=1.67974(0.534574);/domain0=1.66857(0.50074),0,0,0.638995,57600.0000,57606.6617,57608.1006,57614.7634,14.7634,-1,2,-1,5,1,3015,171,45,1108,0,0,1,1,0,,none,,redundant,6.6617,6.6628,57600000000,57606661664,57608100592,57614763392
188,iroute,"Query streetlight: status defectiveLamp, lanternModel fluorescent, in Old Town Core",6,sl_000286;sl_000478,/domain6,/domain6/data/doc/sl_000478,/domain6=2.69562(0.719304);/domain7=2.44956(0.643311);/domain1=2.3648(0.624824);/domain5=2.07525(0.560431);/domain0=2.05321(0.589555),1,1,0.795195,57800.0000,57807.6087,57808.1835,57815.7982,15.7982,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,7.6087,7.6147,57800000000,57807608704,57808183488,57815798224
189,iroute,"Query parking: facilityType gated, allowedVehicleType motorcycle, in Greenfield Park",7,p_000079;p_000171,/domain7,/domain7/data/doc/p_000110,/domain7=2.96094(0.751534);/domain1=2.33907(0.616497);/domain0=2.08696(0.602956);/domain5=2.01029(0.547504);/domain4=1.97137(0.631738),0,1,0.757804,58000.0000,58006.6567,58008.1835,58014.8462,14.8462,-1,2,-1,5,1,3015,168,42,1105,0,0,1,1,0,,none,,redundant,6.6567,6.6627,58000000000,58006656688,58008183472,58014846176
190,iroute,Locate traffic with congestionLevel set to gridlock near South Hills City Library in South Hills Financial Row,3,traf_000120;traf_000270,/domain3,/domain3/data/doc/traf_000290,/domain1=2.36289(0.610249);/domain3=2.21603(0.666096);/domain6=2.14989(0.613758);/domain5=2.06775(0.548416);/domain0=2.01556(0.580863),0,1,0.684467,58200.0000,58206.5237,58208.1835,58214.7083,14.7083,-1,2,-1,5,1,3015,171,45,1108,0,0,1,1,0,,none,,redundant,6.5237,6.5248,58200000000,58206523664,58208183520,58214708320
191,iroute,"Search for parking devices: allowedVehicleType=electricVehicle, occupancyStatus=few, near Westside Heights Harbor Bridge",1,p_000072;p_000120;p_000144;p_000408;p_000432;p_000516,/domain1,/domain1/data/doc/p_000144,/domain1=2.8161(0.720083);/domain7=2.61224(0.675813);/domain0=2.52775(0.705693);/domain5=2.21229(0.591562);/domain6=2.13847(0.60041),1,1,0.743805,58400.0000,58407.2307,58408.1835,58408.1835,8.1835,-1,2,-1,5,1,3015,168,42,1105,0,0,1,1,0,,none,,redundant,7.2307,0.0000,58400000000,58407230688,58408183472,58408183472
192,iroute,streetlight with status=ok and locationCategory=sidewalk close to South Hills Harbor Bridge,3,sl_000029;sl_000033;sl_000041;sl_000045;sl_000049;sl_000085;sl_000105;sl_000177;sl_000253;sl_000389;sl_000473;sl_000573;sl_000585,/domain0,/domain0/data/doc/sl_000553,/domain1=2.39832(0.632134);/domain7=2.12473(0.572464);/domain0=2.05306(0.589521);/domain5=1.81252(0.503255);/domain4=1.73538(0.568534),0,0,0.750359,58600.0000,58607.7546,58608.1835,58608.1835,8.1835,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,7.7546,0.0000,58600000000,58607754560,58608183488,58608183488
193,iroute,streetlight with powerState=off and lanternModel=HPS close to North Harbor Riverside Park,0,sl_000010;sl_000098;sl_000126;sl_000182;sl_000246;sl_000278;sl_000322;sl_000362;sl_000386;sl_000418;sl_000426;sl_000434;sl_000482;sl_000534;sl_000558;sl_000594,/domain0,/domain0/data/doc/sl_000056,/domain7=2.79449(0.718542);/domain1=2.58516(0.672886);/domain5=2.47367(0.647136);/domain0=2.42362(0.675087);/domain2=2.19631(0.685765),0,1,0.763080,58800.0000,58807.7595,58808.1786,58808.1786,8.1786,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,7.7595,0.0000,58800000000,58807759488,58808178560,58808178560
194,iroute,"Search for pollution devices: monitoringStation=fixed, airQualityLevel=moderate, near Greenfield Park Harbor Bridge",7,pol_000202;pol_000472;pol_000592,/domain7,/domain7/data/doc/pol_000255,/domain7=2.92225(0.76435);/domain0=2.90192(0.757896);/domain1=2.8814(0.735867);/domain5=2.3107(0.610335);/domain3=2.1979(0.696917),0,1,0.822569,59000.0000,59006.6567,59008.1835,59014.8463,14.8463,-1,2,-1,5,1,3015,170,44,1107,0,0,1,1,0,,none,,redundant,6.6567,6.6628,59000000000,59006656720,59008183504,59014846272
195,iroute,Find traffic with roadType localStreet and vehicleType car near Lakeside District Botanical Garden,5,traf_000191;traf_000311;traf_000431;traf_000461;traf_000581,/domain5,/domain5/data/doc/traf_000503,/domain5=3.1148(0.772041);/domain7=1.94645(0.541036);/domain1=1.90285(0.512187);/domain0=1.74036(0.517316);/domain2=1.63222(0.539633),0,1,0.762407,59200.0000,59208.1687,59208.1687,59216.3435,16.3435,-1,2,-1,5,1,3015,171,45,1108,0,0,1,1,0,,none,,redundant,8.1687,8.1748,59200000000,59208168736,59208168736,59216343536
196,iroute,Locate streetlight with locationCategory set to facade near Old Town Core Convention Center in Old Town Core Industrial Zone,6,sl_000001;sl_000025;sl_000081;sl_000217;sl_000273;sl_000361;sl_000529;sl_000537,/domain6,/domain6/data/doc/sl_000124,/domain6=2.75537(0.732754);/domain7=2.43219(0.639524);/domain1=2.42149(0.63719);/domain0=2.23551(0.631651);/domain4=2.12484(0.667587),0,1,0.850465,59400.0000,59407.6087,59407.7595,59415.3742,15.3742,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,7.6087,7.6147,59400000000,59407608704,59407759488,59415374224
197,iroute,Find streetlight with status brokenLantern and lanternModel fluorescent near Midtown Center Shopping Mall,4,sl_000036;sl_000076;sl_000168;sl_000196;sl_000220;sl_000224;sl_000228;sl_000276;sl_000400;sl_000504;sl_000552;sl_000568,/domain6,/domain6/data/doc/sl_000124,/domain6=2.50653(0.676742);/domain1=2.45039(0.643493);/domain7=2.37369(0.626764);/domain4=2.24987(0.699386);/domain2=2.04297(0.646765),0,0,0.775753,59600.0000,59607.6087,59608.1104,59608.1104,8.1104,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,7.6087,0.0000,59600000000,59607608704,59608110416,59608110416
198,iroute,"Show parking where category is multiStorey, allowedVehicleType is electricVehicle in Eastshore Quarter Residential Block",2,p_000012;p_000030;p_000108;p_000132;p_000198;p_000228;p_000246;p_000288;p_000318;p_000600,/domain2,/domain2/data/doc/p_000012,/domain2=2.43729(0.747055);/domain1=2.40662(0.631164);/domain0=2.12721(0.612338);/domain7=2.09408(0.563297);/domain5=2.08309(0.563383),1,1,0.766596,59800.0000,59808.0907,59808.1884,59816.2851,16.2851,-1,2,-1,5,1,3015,168,42,1105,0,0,1,1,0,,none,,redundant,8.0907,8.0967,59800000000,59808090688,59808188400,59816285104
199,iroute,traffic with roadType=collector and congestionLevel=moderate close to North Harbor University Campus,0,traf_000178;traf_000538,/domain0,/domain0/data/doc/traf_000538,/domain0=2.51493(0.696171);/domain5=2.40216(0.619837);/domain1=2.35644(0.608873);/domain3=2.09339(0.636019);/domain7=2.07838(0.570213),1,1,0.773493,60000.0000,60007.7447,60008.1737,60015.9245,15.9245,-1,2,-1,5,1,3015,171,45,1108,0,0,1,1,0,,none,,redundant,7.7447,7.7508,60000000000,60007744736,60008173664,60015924464
200,iroute,"Search for traffic devices: laneDirection=bidirectional, vehicleType=truck, near Old Town Core Shopping Mall",6,traf_000063;traf_000168;traf_000213;traf_000318,/domain7,/domain7/data/doc/traf_000309,/domain6=2.71801(0.745343);/domain7=2.6087(0.687494);/domain1=2.57005(0.654407);/domain0=2.56518(0.707775);/domain5=2.18473(0.573399),0,0,0.737282,60200.0000,60206.6617,60208.1884,60208.1884,8.1884,-1,2,-1,5,1,3015,171,45,1108,0,0,1,1,0,,none,,redundant,6.6617,0.0000,60200000000,60206661664,60208188448,60208188448
201,iroute,traffic with roadType=serviceRoad and vehicleType=bicycle close to Lakeside District City Hall,5,traf_000360;traf_000390;traf_000570;traf_000600,/domain5,/domain5/data/doc/traf_000177,/domain5=3.19961(0.790154);/domain1=2.08824(0.551705);/domain7=1.97744(0.54789);/domain2=1.80084(0.582308);/domain3=1.74886(0.551523),0,1,0.775419,60400.0000,60408.1687,60408.1687,60416.3435,16.3435,-1,2,-1,5,1,3015,171,45,1108,0,0,1,1,0,,none,,redundant,8.1687,8.1748,60400000000,60408168736,60408168736,60416343536
202,iroute,"Show streetlight where locationCategory is garden, powerState is low in South Hills Waterfront",3,sl_000018;sl_000050;sl_000442;sl_000562,/domain5,/domain5/data/doc/sl_000279,/domain1=2.31589(0.614158);/domain5=2.26976(0.602761);/domain3=2.03098(0.643717);/domain7=1.8065(0.503057);/domain2=1.77511(0.578639),0,0,0.687459,60600.0000,60608.1736,60608.1736,60608.1736,8.1736,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,8.1736,0.0000,60600000000,60608173632,60608173632,60608173632
203,iroute,Find parking with occupancyStatus almostFull and category offStreet near North Harbor Sports Arena,0,p_000007;p_000063;p_000095;p_000131;p_000151;p_000211;p_000271;p_000283;p_000287;p_000299;p_000359;p_000387;p_000419;p_000427;p_000459;p_000467;p_000499;p_000527;p_000571;p_000595,/domain0,/domain0/data/doc/p_000470,/domain7=2.47279(0.645533);/domain0=2.46548(0.691179);/domain1=2.20289(0.586926);/domain5=2.1823(0.585021);/domain4=1.96872(0.631059),0,1,0.789677,60800.0000,60807.7496,60808.1835,60815.9342,15.9342,-1,2,-1,5,1,3015,168,42,1105,0,0,1,1,0,,none,,redundant,7.7496,7.7507,60800000000,60807749616,60808183472,60815934176
204,iroute,Locate streetlight with locationCategory set to tunnel near Greenfield Park City Library in Greenfield Park Industrial Zone,7,sl_000072;sl_000080;sl_000272;sl_000296;sl_000352;sl_000384;sl_000472;sl_000480;sl_000520,/domain7,/domain7/data/doc/sl_000371,/domain7=2.74536(0.707827);/domain1=2.19471(0.587726);/domain6=1.99407(0.561391);/domain0=1.86569(0.546256);/domain2=1.81876(0.589742),0,1,0.772354,61000.0000,61006.6567,61008.1104,61014.7732,14.7732,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,6.6567,6.6627,61000000000,61006656704,61008110416,61014773152
205,iroute,"Search for traffic devices: laneDirection=outbound, roadType=arterial, near Old Town Core Riverside Park",6,traf_000047;traf_000059;traf_000566,/domain7,/domain7/data/doc/traf_000280,/domain7=2.71571(0.71116);/domain6=2.68214(0.737034);/domain1=2.48906(0.637144);/domain0=2.40633(0.671094);/domain5=2.24181(0.585589),0,0,0.749044,61200.0000,61206.6567,61208.1884,61214.8512,14.8512,-1,2,-1,5,1,3015,171,45,1108,0,0,1,1,0,,none,,redundant,6.6567,6.6628,61200000000,61206656736,61208188448,61214851248
206,iroute,List traffic having congestionLevel light plus vehicleType motorcycle in Lakeside District,5,traf_000092;traf_000122,/domain5,/domain5/data/doc/traf_000089,/domain5=2.68304(0.679826);/domain1=2.01465(0.536018);/domain7=1.85097(0.51992);/domain0=1.75104(0.519783);/domain3=1.55668(0.504393),0,1,0.729827,61400.0000,61408.1687,61408.1687,61416.3435,16.3435,-1,2,-1,5,1,3015,171,45,1108,0,0,1,1,0,,none,,redundant,8.1687,8.1748,61400000000,61408168736,61408168736,61416343536
207,iroute,"Show streetlight where powerState is on, locationCategory is sidewalk in Greenfield Park Industrial Zone",7,sl_000145,/domain7,/domain7/data/doc/sl_000331,/domain7=2.54621(0.66439);/domain1=2.14755(0.577442);/domain5=1.85779(0.513108);/domain6=1.83007(0.524477);/domain0=1.77524(0.52537),0,1,0.724486,61600.0000,61606.6567,61608.1786,61614.8413,14.8413,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,6.6567,6.6627,61600000000,61606656704,61608178560,61614841296
208,iroute,"Show parking where category is offStreet, occupancyStatus is almostFull in Old Town Core Commercial Strip",6,p_000032;p_000074;p_000140;p_000278;p_000290;p_000296;p_000356;p_000416;p_000428;p_000488;p_000512;p_000524;p_000584,/domain7,/domain7/data/doc/p_000056,/domain7=2.4055(0.630922);/domain6=2.30455(0.638203);/domain1=2.2451(0.59609);/domain5=2.01845(0.549284);/domain2=1.98273(0.631445),0,0,0.768984,61800.0000,61806.6567,61808.1835,61814.8462,14.8462,-1,2,-1,5,1,3015,168,42,1105,0,0,1,1,0,,none,,redundant,6.6567,6.6627,61800000000,61806656688,61808183472,61814846176
209,iroute,Give me streetlight where status equals defectiveLamp and lanternModel equals HPS,1,sl_000114;sl_000198;sl_000334,/domain7,/domain7/data/doc/sl_000154,/domain7=1.87769(0.518585);/domain1=1.72125(0.484465);/domain0=1.56027(0.475733);/domain6=1.43197(0.434869);/domain5=1.3752(0.408086),0,0,0.729450,62000.0000,62006.6567,62008.1884,62014.8512,14.8512,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,6.6567,6.6627,62000000000,62006656704,62008188416,62014851152
210,iroute,"Show traffic where congestionLevel is light, laneDirection is inbound in Westside Heights Transit Hub",1,traf_000382,/domain1,/domain1/data/doc/traf_000549,/domain1=2.91168(0.727228);/domain3=2.12915(0.644789);/domain7=2.08087(0.570763);/domain0=2.01464(0.580651);/domain2=2.00934(0.635077),0,1,0.755865,62200.0000,62207.2307,62208.1104,62215.3472,15.3472,-1,2,-1,5,1,3015,171,45,1108,0,0,1,1,0,,none,,redundant,7.2307,7.2368,62200000000,62207230736,62208110448,62215347248
211,iroute,Give me streetlight where locationCategory equals garden and lanternModel equals fluorescent,5,sl_000090;sl_000106;sl_000138;sl_000394;sl_000466;sl_000490;sl_000514;sl_000522;sl_000538,/domain1,/domain1/data/doc/sl_000240,/domain1=2.34002(0.619421);/domain7=2.04246(0.55452);/domain5=1.9112(0.52473);/domain3=1.88002(0.605321);/domain6=1.87817(0.535304),0,0,0.625721,62400.0000,62407.2307,62408.1786,62415.4153,15.4153,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,7.2307,7.2367,62400000000,62407230704,62408178560,62415415296
212,iroute,Locate streetlight with locationCategory set to sidewalk near Westside Heights Town Square in Westside Heights Residential Block,1,sl_000071;sl_000103;sl_000119;sl_000127;sl_000151;sl_000167;sl_000223;sl_000231;sl_000247;sl_000263;sl_000367;sl_000479;sl_000519;sl_000535;sl_000543;sl_000567;sl_000583,/domain6,/domain6/data/doc/sl_000092,/domain1=2.79019(0.717604);/domain7=2.10754(0.568715);/domain5=2.06186(0.557517);/domain2=1.93916(0.620364);/domain6=1.88021(0.535764),0,0,0.738931,62600.0000,62607.6284,62608.1786,62608.1786,8.1786,-1,2,-1,5,1,3015,169,43,1106,0,0,1,1,0,,none,,redundant,7.6284,0.0000,62600000000,62607628416,62608178560,62608178560
213,iroute,traffic with roadType=serviceRoad and laneDirection=bidirectional close to North Harbor Clock Tower,0,traf_000024;traf_000180;traf_000186;traf_000210;traf_000216;traf_000354;traf_000462;traf_000510;traf_000516;traf_000528;traf_000540;traf_000576,/domain0,/domain0/data/doc/traf_000405,/domain0=2.46703(0.685109);/domain1=2.37662(0.613176);/domain4=2.09939(0.654711);/domain7=2.01934(0.557156);/domain5=1.98567(0.530884),0,1,0.659068,62800.0000,62807.7447,62808.1884,62815.9392,15.9392,-1,2,-1,5,1,3015,171,45,1108,0,0,1,1,0,,none,,redundant,7.7447,7.7508,62800000000,62807744736,62808188448,62815939248
214,iroute,"Show parking where occupancyStatus is almostFull, category is rooftop in Lakeside District Residential Block",5,p_000199;p_000243,/domain5,/domain5/data/doc/p_000071,/domain5=2.80657(0.721176);/domain1=2.01329(0.545755);/domain7=1.77543(0.494103);/domain0=1.41524(0.446395);/domain3=1.32376(0.463846),0,1,0.789150,63000.0000,63008.1687,63008.1687,63016.3434,16.3434,-1,2,-1,5,1,3015,168,42,1105,0,0,1,1,0,,none,,redundant,8.1687,8.1747,63000000000,63008168688,63008168688,63016343392
215,iroute,Find parking with category offStreet and allowedVehicleType electricVehicle near Old Town Core Harbor Bridge,6,p_000032;p_000074;p_000140;p_000278;p_000290;p_000296;p_000356;p_000416;p_000428;p_000488;p_000512;p_000524;p_000584,/domain7,/domain7/data/doc/p_000060,/domain7=2.56271(0.66506);/domain6=2.46254(0.674155);/domain0=2.40989(0.678223);/domain1=2.36431(0.621978);/domain5=2.15175(0.578358),0,0,0.721973,63200.0000,63206.6567,63208.1884,63214.8511,14.8511,-1,2,-1,5,1,3015,168,42,1105,0,0,1,1,0,,none,,redundant,6.6567,6.6627,63200000000,63206656688,63208188400,63214851104
216,iroute,Give me pollution where source_type equals naturalBackground and monitoringStation equals satellite,4,pol_000084;pol_000120;pol_000216;pol_000252;pol_000396;pol_000432;pol_000504,/domain7,/domain7/data/doc/pol_900182,/domain1=1.56461(0.449305);/domain0=1.45579(0.435721);/domain7=1.38124(0.42017);/domain3=1.30455(0.466147);/domain6=1.21796(0.413083),0,0,0.547233,63400.0000,63406.6666,63407.7496,63414.4124,14.4124,-1,2,-1,5,1,3015,170,44,1107,0,0,1,1,0,,none,,redundant,6.6666,6.6628,63400000000,63406666576,63407749648,63414412416
